BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,Year,ActualCount,AdjustedForecast
"SR 430 Resurfacing Project include the SR 430 corridor from SR 483/Clyde Morris Boulevard (MP 0.000)
to Mulberry Street/Highland Avenue (MP 2.169).",2002,411782-1,1,3,FL,No Tolls on 1+ lane,32800,2016,2,2002,5-Consultant,4-Regional travel model,From SR 483/Clyde Morris Blvd (MP 0.000) to Mulberry St/Highland Ave (MP 2.169),"12-9077-411782-1-SR 430 Resurfacing Project include the SR 430 corridor from SR 483/Clyde Morris Boulevard (MP 0.000)
to Mulberry Street/Highland Avenue (MP 2.169).",1,12-24778-790436,2009,11400,790436,Florida,12-24778-790436,3-Principal Arterial,2017,NA,28250
"SR 430 Resurfacing Project include the SR 430 corridor from SR 483/Clyde Morris Boulevard (MP 0.000)
to Mulberry Street/Highland Avenue (MP 2.169).",2002,411782-1,1,3,FL,No Tolls on 1+ lane,39300,2026,3,2002,5-Consultant,4-Regional travel model,From SR 483/Clyde Morris Blvd (MP 0.000) to Mulberry St/Highland Ave (MP 2.169),"12-9077-411782-1-SR 430 Resurfacing Project include the SR 430 corridor from SR 483/Clyde Morris Boulevard (MP 0.000)
to Mulberry Street/Highland Avenue (MP 2.169).",1,12-24778-790436,2009,11400,790436,Florida,12-24778-790436,3-Principal Arterial,2027,NA,28250
Resurfacing Project for SR 60Polk County Line (M.P. 0.000) and end 1.3 miles west of 3 Lake Wildlife (M.P. 1.229).,2002,411783-1,1,1,FL,No Tolls on 1+ lane,6900,2005,1,2002,5-Consultant,5-Professional judgement,SR 60- 0.13 Mi. W of SR 15,12-9078-411783-1-Resurfacing Project for SR 60Polk County Line (M.P. 0.000) and end 1.3 miles west of 3 Lake Wildlife (M.P. 1.229).,1,12-24779-920058,2005,7300,920058,Florida,12-24779-920058,3-Principal Arterial,2006,7300,6900
Resurfacing Project for SR 60Polk County Line (M.P. 0.000) and end 1.3 miles west of 3 Lake Wildlife (M.P. 1.229).,2002,411783-1,1,1,FL,No Tolls on 1+ lane,7500,2015,2,2002,5-Consultant,5-Professional judgement,SR 60- 0.13 Mi. W of SR 15,12-9078-411783-1-Resurfacing Project for SR 60Polk County Line (M.P. 0.000) and end 1.3 miles west of 3 Lake Wildlife (M.P. 1.229).,1,12-24779-920058,2005,7300,920058,Florida,12-24779-920058,3-Principal Arterial,2016,6700,6850
Resurfacing Project for SR 60Polk County Line (M.P. 0.000) and end 1.3 miles west of 3 Lake Wildlife (M.P. 1.229).,2002,411783-1,1,1,FL,No Tolls on 1+ lane,8200,2025,3,2002,5-Consultant,5-Professional judgement,SR 60- 0.13 Mi. W of SR 15,12-9078-411783-1-Resurfacing Project for SR 60Polk County Line (M.P. 0.000) and end 1.3 miles west of 3 Lake Wildlife (M.P. 1.229).,1,12-24779-920058,2005,7300,920058,Florida,12-24779-920058,3-Principal Arterial,2026,NA,6900
"The Interstate 4 Westbound On Ramp Resurfacing ProjectI-4 Westbound On Ramp and Westbound
Mainline, from M.P. 0.126 to M.P. 0.150.",2002,411787-1,1,,FL,No Tolls on 1+ lane,7600,2004,1,2002,5-Consultant,5-Professional judgement,I-4 WB on Ramp,"12-9079-411787-1-The Interstate 4 Westbound On Ramp Resurfacing ProjectI-4 Westbound On Ramp and Westbound
Mainline, from M.P. 0.126 to M.P. 0.150.",1,12-24779-920058,2005,7300,920058,Florida,12-24779-920058,1-Interstate or Limited-access facility,2005,6300,7900
"The Interstate 4 Westbound On Ramp Resurfacing ProjectI-4 Westbound On Ramp and Westbound
Mainline, from M.P. 0.126 to M.P. 0.150.",2002,411787-1,1,,FL,No Tolls on 1+ lane,10600,2014,2,2002,5-Consultant,5-Professional judgement,I-4 WB on Ramp,"12-9079-411787-1-The Interstate 4 Westbound On Ramp Resurfacing ProjectI-4 Westbound On Ramp and Westbound
Mainline, from M.P. 0.126 to M.P. 0.150.",1,12-24779-920058,2005,7300,920058,Florida,12-24779-920058,1-Interstate or Limited-access facility,2015,6400,7900
"The Interstate 4 Westbound On Ramp Resurfacing ProjectI-4 Westbound On Ramp and Westbound
Mainline, from M.P. 0.126 to M.P. 0.150.",2002,411787-1,1,,FL,No Tolls on 1+ lane,13600,2024,3,2002,5-Consultant,5-Professional judgement,I-4 WB on Ramp,"12-9079-411787-1-The Interstate 4 Westbound On Ramp Resurfacing ProjectI-4 Westbound On Ramp and Westbound
Mainline, from M.P. 0.126 to M.P. 0.150.",1,12-24779-920058,2005,7300,920058,Florida,12-24779-920058,1-Interstate or Limited-access facility,2025,NA,7900
SR 9 Resurfacing Project SR 9 Resurfacing Project,2003,411809-1,1,1,FL,No Tolls on 1+ lane,29800,2006,1,2003,5-Consultant,5-Professional judgement,SR 9- 1.0 Mi South of SR 442,12-9081-411809-1-SR 9 Resurfacing Project SR 9 Resurfacing Project,1,12-24781-790503,2006,28500,790503,Florida,12-24781-790503,3-Principal Arterial,2007,28500,29800
SR 9 Resurfacing Project SR 9 Resurfacing Project,2003,411809-1,1,1,FL,No Tolls on 1+ lane,38300,2016,2,2003,5-Consultant,5-Professional judgement,SR 9- 1.0 Mi South of SR 442,12-9081-411809-1-SR 9 Resurfacing Project SR 9 Resurfacing Project,1,12-24781-790503,2006,28500,790503,Florida,12-24781-790503,3-Principal Arterial,2017,NA,29850
SR 9 Resurfacing Project SR 9 Resurfacing Project,2003,411809-1,1,1,FL,No Tolls on 1+ lane,46700,2026,3,2003,5-Consultant,5-Professional judgement,SR 9- 1.0 Mi South of SR 442,12-9081-411809-1-SR 9 Resurfacing Project SR 9 Resurfacing Project,1,12-24781-790503,2006,28500,790503,Florida,12-24781-790503,3-Principal Arterial,2027,NA,29800
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",2006,406869-4,1,3,FL,No Tolls on 1+ lane,35400,2012,1,2006,5-Consultant,1-Traffic count trend,,"12-9313-406869-4-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",1,12-25003-790503,2012,31000,790503,Florida,12-25003-790503,1-Interstate or Limited-access facility,2013,31000,35400
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",2006,406869-4,1,3,FL,No Tolls on 1+ lane,44400,2022,2,2006,5-Consultant,1-Traffic count trend,,"12-9313-406869-4-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",1,12-25003-790503,2012,31000,790503,Florida,12-25003-790503,1-Interstate or Limited-access facility,2023,NA,35350
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",2006,406869-4,1,3,FL,No Tolls on 1+ lane,53500,2032,3,2006,5-Consultant,1-Traffic count trend,,"12-9313-406869-4-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",1,12-25003-790503,2012,31000,790503,Florida,12-25003-790503,1-Interstate or Limited-access facility,2033,NA,35400
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",2006,406869-6,1,1,FL,No Tolls on 1+ lane,43900,2012,1,2006,5-Consultant,1-Traffic count trend,,"12-9314-406869-6-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",1,12-25004-790503,2012,31000,790503,Florida,12-25004-790503,1-Interstate or Limited-access facility,2013,31000,43900
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",2006,406869-6,1,1,FL,No Tolls on 1+ lane,55100,2022,2,2006,5-Consultant,1-Traffic count trend,,"12-9314-406869-6-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",1,12-25004-790503,2012,31000,790503,Florida,12-25004-790503,1-Interstate or Limited-access facility,2023,NA,43850
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",2006,406869-6,1,1,FL,No Tolls on 1+ lane,66400,2032,3,2006,5-Consultant,1-Traffic count trend,,"12-9314-406869-6-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from Brevard County Line (M.P.
0.000) to South of I-4 (M.P. 27.400)",1,12-25004-790503,2012,31000,790503,Florida,12-25004-790503,1-Interstate or Limited-access facility,2033,NA,43900
SR 19 Resurfacing Project rom M.P. 11.256 to M.P. 12.716,2002,411981-1,1,3,FL,No Tolls on 1+ lane,19160,2005,1,2002,5-Consultant,4-Regional travel model,SR 19,12-9085-411981-1-SR 19 Resurfacing Project rom M.P. 11.256 to M.P. 12.716,1,12-24785-110208,2005,16000,110208,Florida,12-24785-110208,4-Minor Arterial,2006,16000,19160
SR 19 Resurfacing Project rom M.P. 11.256 to M.P. 12.716,2002,411981-1,1,3,FL,No Tolls on 1+ lane,24570,2015,2,2002,5-Consultant,4-Regional travel model,SR 19,12-9085-411981-1-SR 19 Resurfacing Project rom M.P. 11.256 to M.P. 12.716,1,12-24785-110208,2005,16000,110208,Florida,12-24785-110208,4-Minor Arterial,2016,12500,19165
SR 19 Resurfacing Project rom M.P. 11.256 to M.P. 12.716,2002,411981-1,1,3,FL,No Tolls on 1+ lane,29970,2025,3,2002,5-Consultant,4-Regional travel model,SR 19,12-9085-411981-1-SR 19 Resurfacing Project rom M.P. 11.256 to M.P. 12.716,1,12-24785-110208,2005,16000,110208,Florida,12-24785-110208,4-Minor Arterial,2026,NA,19160
The SR 25 (US 441) Resurfacing Project from M.P. 0.000 to M.P. 8.419.,2003,411983-1,1,3,FL,No Tolls on 1+ lane,21000,2005,1,2003,5-Consultant,1-Traffic count trend,M.P. 0.000 to M.P. 2.054,12-9086-411983-1-The SR 25 (US 441) Resurfacing Project from M.P. 0.000 to M.P. 8.419.,1,12-24786-360481,2005,22000,360481,Florida,12-24786-360481,4-Minor Arterial,2006,22000,21000
The SR 25 (US 441) Resurfacing Project from M.P. 0.000 to M.P. 8.419.,2003,411983-1,1,3,FL,No Tolls on 1+ lane,25800,2015,2,2003,5-Consultant,1-Traffic count trend,M.P. 0.000 to M.P. 2.054,12-9086-411983-1-The SR 25 (US 441) Resurfacing Project from M.P. 0.000 to M.P. 8.419.,1,12-24786-360481,2005,22000,360481,Florida,12-24786-360481,4-Minor Arterial,2016,18400,21000
The SR 25 (US 441) Resurfacing Project from M.P. 0.000 to M.P. 8.419.,2003,411983-1,1,3,FL,No Tolls on 1+ lane,30600,2025,3,2003,5-Consultant,1-Traffic count trend,M.P. 0.000 to M.P. 2.054,12-9086-411983-1-The SR 25 (US 441) Resurfacing Project from M.P. 0.000 to M.P. 8.419.,1,12-24786-360481,2005,22000,360481,Florida,12-24786-360481,4-Minor Arterial,2026,NA,21000
"SR A1A Resurfacing Project on SR A1A from Riverview Boulevard (M.P. 2.691) to 0.128 mile north of SR
40 (M.P. 6.790)",2006,411985-1,1,3,FL,No Tolls on 1+ lane,13300,2009,1,2006,5-Consultant,4-Regional travel model,SR A1A,"12-9088-411985-1-SR A1A Resurfacing Project on SR A1A from Riverview Boulevard (M.P. 2.691) to 0.128 mile north of SR
40 (M.P. 6.790)",1,12-24788-795121,2009,18500,795121,Florida,12-24788-795121,3-Principal Arterial,2010,18500,13300
"SR A1A Resurfacing Project on SR A1A from Riverview Boulevard (M.P. 2.691) to 0.128 mile north of SR
40 (M.P. 6.790)",2006,411985-1,1,3,FL,No Tolls on 1+ lane,15200,2019,2,2006,5-Consultant,4-Regional travel model,SR A1A,"12-9088-411985-1-SR A1A Resurfacing Project on SR A1A from Riverview Boulevard (M.P. 2.691) to 0.128 mile north of SR
40 (M.P. 6.790)",1,12-24788-795121,2009,18500,795121,Florida,12-24788-795121,3-Principal Arterial,2020,NA,13350
"SR A1A Resurfacing Project on SR A1A from Riverview Boulevard (M.P. 2.691) to 0.128 mile north of SR
40 (M.P. 6.790)",2006,411985-1,1,3,FL,No Tolls on 1+ lane,17000,2029,3,2006,5-Consultant,4-Regional travel model,SR A1A,"12-9088-411985-1-SR A1A Resurfacing Project on SR A1A from Riverview Boulevard (M.P. 2.691) to 0.128 mile north of SR
40 (M.P. 6.790)",1,12-24788-795121,2009,18500,795121,Florida,12-24788-795121,3-Principal Arterial,2030,NA,13300
"The US 441 major intersection Add Lanes & Reconstruct Project The first segment is on SR 500 from
Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564. The second segment is on US 27
from south of Shelfer Street M.P. 4.277 to SR 500 M.P. 4.43",2002,238394-2,4,3,FL,No Tolls on 1+ lane,31500,2010,1,2002,5-Consultant,4-Regional travel model,"SR 500 from Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564","12-9089-238394-2-The US 441 major intersection Add Lanes & Reconstruct Project The first segment is on SR 500 from
Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564. The second segment is on US 27
from south of Shelfer Street M",1,12-24789-115097,2010,25000,115097,Florida,12-24789-115097,3-Principal Arterial,2012,25000,31500
"The US 441 major intersection Add Lanes & Reconstruct Project The first segment is on SR 500 from
Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564. The second segment is on US 27
from south of Shelfer Street M.P. 4.277 to SR 500 M.P. 4.43",2002,238394-2,4,3,FL,No Tolls on 1+ lane,42000,2020,2,2002,5-Consultant,4-Regional travel model,"SR 500 from Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564","12-9089-238394-2-The US 441 major intersection Add Lanes & Reconstruct Project The first segment is on SR 500 from
Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564. The second segment is on US 27
from south of Shelfer Street M",1,12-24789-115097,2010,25000,115097,Florida,12-24789-115097,3-Principal Arterial,2022,NA,29750
"The US 441 major intersection Add Lanes & Reconstruct Project The first segment is on SR 500 from
Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564. The second segment is on US 27
from south of Shelfer Street M.P. 4.277 to SR 500 M.P. 4.43",2002,238394-2,4,3,FL,No Tolls on 1+ lane,56000,2030,3,2002,5-Consultant,4-Regional travel model,"SR 500 from Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564","12-9089-238394-2-The US 441 major intersection Add Lanes & Reconstruct Project The first segment is on SR 500 from
Perkins Street, M.P. 0.000 to north of Griffin Road at M.P. 0.564. The second segment is on US 27
from south of Shelfer Street M",1,12-24789-115097,2010,25000,115097,Florida,12-24789-115097,3-Principal Arterial,2032,NA,31500
"SR 500 Add Lanes and Reconstruct Project from SR 25 (M.P. 0.000) to Perkins Street (M.P.
0.564)",2007,238394-2A,4,3,FL,No Tolls on 1+ lane,27700,2010,1,2007,5-Consultant,4-Regional travel model,SR 500 ? 0.200 Mi SE of SR 25 (M.P. 0.200),"12-9092-238394-2A-SR 500 Add Lanes and Reconstruct Project from SR 25 (M.P. 0.000) to Perkins Street (M.P.
0.564)",1,12-24791-115097,2010,25000,115097,Florida,12-24791-115097,3-Principal Arterial,2012,25000,27700
"SR 500 Add Lanes and Reconstruct Project from SR 25 (M.P. 0.000) to Perkins Street (M.P.
0.564)",2007,238394-2A,4,3,FL,No Tolls on 1+ lane,34000,2020,2,2007,5-Consultant,4-Regional travel model,SR 500 ? 0.200 Mi SE of SR 25 (M.P. 0.200),"12-9092-238394-2A-SR 500 Add Lanes and Reconstruct Project from SR 25 (M.P. 0.000) to Perkins Street (M.P.
0.564)",1,12-24791-115097,2010,25000,115097,Florida,12-24791-115097,3-Principal Arterial,2022,NA,27750
"SR 500 Add Lanes and Reconstruct Project from SR 25 (M.P. 0.000) to Perkins Street (M.P.
0.564)",2007,238394-2A,4,3,FL,No Tolls on 1+ lane,40200,2030,3,2007,5-Consultant,4-Regional travel model,SR 500 ? 0.200 Mi SE of SR 25 (M.P. 0.200),"12-9092-238394-2A-SR 500 Add Lanes and Reconstruct Project from SR 25 (M.P. 0.000) to Perkins Street (M.P.
0.564)",1,12-24791-115097,2010,25000,115097,Florida,12-24791-115097,3-Principal Arterial,2032,NA,27700
"SR 500 Corridor Improvement Project from North of Griffin Rd (M.P. 4.622) to Martin
Luther King Blvd (M.P. 5.806)",2006,238394-4,12,3,FL,No Tolls on 1+ lane,55400,2011,1,2006,5-Consultant,5-Professional judgement,from North of Griffin Rd (M.P. 4.622) to Martin Luther King Blvd (M.P. 5.806),"12-9094-238394-4-SR 500 Corridor Improvement Project from North of Griffin Rd (M.P. 4.622) to Martin
Luther King Blvd (M.P. 5.806)",1,12-24793-110109,2011,41500,110109,Florida,12-24793-110109,3-Principal Arterial,2013,41500,55400
"SR 500 Corridor Improvement Project from North of Griffin Rd (M.P. 4.622) to Martin
Luther King Blvd (M.P. 5.806)",2006,238394-4,12,3,FL,No Tolls on 1+ lane,65300,2021,2,2006,5-Consultant,5-Professional judgement,from North of Griffin Rd (M.P. 4.622) to Martin Luther King Blvd (M.P. 5.806),"12-9094-238394-4-SR 500 Corridor Improvement Project from North of Griffin Rd (M.P. 4.622) to Martin
Luther King Blvd (M.P. 5.806)",1,12-24793-110109,2011,41500,110109,Florida,12-24793-110109,3-Principal Arterial,2023,NA,55450
"SR 500 Corridor Improvement Project from North of Griffin Rd (M.P. 4.622) to Martin
Luther King Blvd (M.P. 5.806)",2006,238394-4,12,3,FL,No Tolls on 1+ lane,75100,2031,3,2006,5-Consultant,5-Professional judgement,from North of Griffin Rd (M.P. 4.622) to Martin Luther King Blvd (M.P. 5.806),"12-9094-238394-4-SR 500 Corridor Improvement Project from North of Griffin Rd (M.P. 4.622) to Martin
Luther King Blvd (M.P. 5.806)",1,12-24793-110109,2011,41500,110109,Florida,12-24793-110109,3-Principal Arterial,2033,NA,55400
SR 500 Add Lanes & Reconstruct Project SR 500 from Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,2006,238394-3,4,3,FL,No Tolls on 1+ lane,36600,2011,1,2006,5-Consultant,4-Regional travel model,rom Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,12-9093-238394-3-SR 500 Add Lanes & Reconstruct Project SR 500 from Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,1,12-24792-115093,2011,28000,115093,Florida,12-24792-115093,3-Principal Arterial,2013,28000,36600
SR 500 Add Lanes & Reconstruct Project SR 500 from Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,2006,238394-3,4,3,FL,No Tolls on 1+ lane,44300,2021,2,2006,5-Consultant,4-Regional travel model,rom Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,12-9093-238394-3-SR 500 Add Lanes & Reconstruct Project SR 500 from Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,1,12-24792-115093,2011,28000,115093,Florida,12-24792-115093,3-Principal Arterial,2023,NA,36600
SR 500 Add Lanes & Reconstruct Project SR 500 from Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,2006,238394-3,4,3,FL,No Tolls on 1+ lane,52000,2031,3,2006,5-Consultant,4-Regional travel model,rom Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,12-9093-238394-3-SR 500 Add Lanes & Reconstruct Project SR 500 from Perkins St (M.P. 0.564) to SR 44 (M.P. 2.463).,1,12-24792-115093,2011,28000,115093,Florida,12-24792-115093,3-Principal Arterial,2033,NA,36600
"SR 500 Add Lanes and Reconstruction Project from Dr Martin Luther King Jr Blvd (M.P. 5.806) to
North of Lake Ella Road (M.P. 9.041)",2005,238395-4,4,3,FL,No Tolls on 1+ lane,38400,2012,1,2005,5-Consultant,5-Professional judgement,Dr Martin Luther King Jr Blvd (M.P. 5.806) to North of Lake Ella Road (M.P. 9.041),"12-9095-238395-4-SR 500 Add Lanes and Reconstruction Project from Dr Martin Luther King Jr Blvd (M.P. 5.806) to
North of Lake Ella Road (M.P. 9.041)",1,12-24794-115178,2012,32500,115178,Florida,12-24794-115178,3-Principal Arterial,2014,32500,38400
"SR 500 Add Lanes and Reconstruction Project from Dr Martin Luther King Jr Blvd (M.P. 5.806) to
North of Lake Ella Road (M.P. 9.041)",2005,238395-4,4,3,FL,No Tolls on 1+ lane,47600,2022,2,2005,5-Consultant,5-Professional judgement,Dr Martin Luther King Jr Blvd (M.P. 5.806) to North of Lake Ella Road (M.P. 9.041),"12-9095-238395-4-SR 500 Add Lanes and Reconstruction Project from Dr Martin Luther King Jr Blvd (M.P. 5.806) to
North of Lake Ella Road (M.P. 9.041)",1,12-24794-115178,2012,32500,115178,Florida,12-24794-115178,3-Principal Arterial,2024,NA,38450
"SR 500 Add Lanes and Reconstruction Project from Dr Martin Luther King Jr Blvd (M.P. 5.806) to
North of Lake Ella Road (M.P. 9.041)",2005,238395-4,4,3,FL,No Tolls on 1+ lane,56700,2032,3,2005,5-Consultant,5-Professional judgement,Dr Martin Luther King Jr Blvd (M.P. 5.806) to North of Lake Ella Road (M.P. 9.041),"12-9095-238395-4-SR 500 Add Lanes and Reconstruction Project from Dr Martin Luther King Jr Blvd (M.P. 5.806) to
North of Lake Ella Road (M.P. 9.041)",1,12-24794-115178,2012,32500,115178,Florida,12-24794-115178,3-Principal Arterial,2034,NA,38400
"SR 25 Add Lanes and Reconstruct Project from Boggy Marsh Rd (M.P. 3.728) to
WB Ramp to SR 50 (M.P. 14.943)",2003,238422-1,4,1,FL,No Tolls on 1+ lane,22800,2008,1,2003,5-Consultant,1-Traffic count trend,M.P. 3.723-11.943,"12-9097-238422-1-SR 25 Add Lanes and Reconstruct Project from Boggy Marsh Rd (M.P. 3.728) to
WB Ramp to SR 50 (M.P. 14.943)",1,12-24796-110310,2008,37500,110310,Florida,12-24796-110310,3-Principal Arterial,2010,37500,22800
