BriefDescription,County,ForecastMethodology,ForecastYear,ForecastYearType,FunctionalClass,ImprovementType,InternalProjectID,Length_miles,SegmentDescription,SegmentID,State,TollType,TrafficForecast,YearForecastProduced,Year_ofObservation,Count,main_ProjectInformation_ProjectID,main_TrafficForecast_ProjectID,AdjustedForecast,n,Error,PercentError,AbsPE
,Dane,4.00,2009,1,3,12,2567,,,,58,1,11600,2007,2009,10900,58-6410-2567-,6410,11600,2,-700,-6.034482759,6.034482759
,Dane,4.00,2009,1,3,12,2567,,,,58,1,11500,2007,2009,11200,58-6414-2567-,6414,11500,2,-300,-2.608695652,2.608695652
,Dane,4.00,2009,1,5,12,2187,,,,58,1,1700,2006,2009,1800,58-6415-2187-,6415,1700,1,100,5.882352941,5.882352941
,Dodge,1.00,2008,1,3,12,665,,,,58,1,8500,2007,2008,6500,58-6419-665-,6419,8500,3,-2000,-23.52941176,23.52941176
,Dodge,1.00,2008,1,3,12,665,,,,58,1,11300,2007,2008,10100,58-6421-665-,6421,11300,3,-1200,-10.61946903,10.61946903
,Dodge,1.00,2008,1,3,12,665,,,,58,1,12800,2007,2008,13500,58-6423-665-,6423,12800,3,700,5.46875,5.46875
,Dodge,1.00,2008,1,4,12,2449,,,,58,1,4500,2007,2008,3400,58-6420-2449-,6420,4500,2,-1100,-24.44444444,24.44444444
,Dodge,1.00,2008,1,4,12,2449,,,,58,1,6200,2007,2008,5400,58-6422-2449-,6422,6200,2,-800,-12.90322581,12.90322581
,Door,4.00,2009,1,3,12,2840,,,,58,1,10000,2008,2009,8600,58-6424-2840-,6424,10000,10,-1400,-14,14
,Door,4.00,2009,1,3,12,2840,,,,58,1,4000,2008,2009,4900,58-6425-2840-,6425,4000,10,900,22.5,22.5
,Door,4.00,2009,1,3,12,2840,,,,58,1,10700,2008,2009,9400,58-6426-2840-,6426,10700,10,-1300,-12.14953271,12.14953271
,Door,4.00,2009,1,4,12,2840,,,,58,1,3100,2008,2009,2500,58-6427-2840-,6427,3100,10,-600,-19.35483871,19.35483871
,Door,4.00,2009,1,3,12,2840,,,,58,1,5200,2008,2009,5900,58-6428-2840-,6428,5200,10,700,13.46153846,13.46153846
,Door,4.00,2009,1,5,12,2840,,,,58,1,4900,2008,2009,4400,58-6429-2840-,6429,4900,10,-500,-10.20408163,10.20408163
,Door,4.00,2009,1,4,12,2840,,,,58,1,5500,2008,2009,5900,58-6430-2840-,6430,5500,10,400,7.272727273,7.272727273
,Door,4.00,2009,1,5,12,2840,,,,58,1,4400,2008,2009,4700,58-6431-2840-,6431,4400,10,300,6.818181818,6.818181818
,Door,4.00,2009,1,4,12,2840,,,,58,1,2000,2008,2009,2200,58-6432-2840-,6432,2000,10,200,10,10
,Door,4.00,2009,1,4,12,2840,,,,58,1,2700,2008,2009,2500,58-6433-2840-,6433,2700,10,-200,-7.407407407,7.407407407
,Door,4.00,2009,1,3,12,2649,,,,58,1,13000,2008,2009,14000,58-6434-2649-,6434,13000,1,1000,7.692307692,7.692307692
,Douglas,1.00,2007,1,5,12,2391,,,,58,1,1100,2007,2007,600,58-6435-2391-,6435,1100,1,-500,-45.45454545,45.45454545
,Douglas,4.00,2010,1,0,12,3394,,,,58,1,8600,2010,2010,5200,58-6436-3394-,6436,8600,10,-3400,-39.53488372,39.53488372
,Douglas,4.00,2010,1,1,12,3394,,,,58,1,22500,2010,2010,17600,58-6437-3394-,6437,22500,10,-4900,-21.77777778,21.77777778
,Douglas,4.00,2010,1,0,12,3394,,,,58,1,8000,2010,2010,5200,58-6438-3394-,6438,8000,10,-2800,-35,35
,Douglas,4.00,2010,1,0,12,3394,,,,58,1,5900,2010,2010,4300,58-6439-3394-,6439,5900,10,-1600,-27.11864407,27.11864407
,Douglas,4.00,2010,1,0,12,3394,,,,58,1,1700,2010,2010,1000,58-6440-3394-,6440,1700,10,-700,-41.17647059,41.17647059
,Douglas,4.00,2010,1,0,12,3394,,,,58,1,1600,2010,2010,1000,58-6441-3394-,6441,1600,10,-600,-37.5,37.5
,Douglas,4.00,2010,1,0,12,3394,,,,58,1,11600,2010,2010,9900,58-6442-3394-,6442,11600,10,-1700,-14.65517241,14.65517241
,Douglas,4.00,2010,1,3,12,3394,,,,58,1,5600,2010,2010,4900,58-6443-3394-,6443,5600,10,-700,-12.5,12.5
,Douglas,4.00,2010,1,0,12,3394,,,,58,1,2000,2010,2010,1700,58-6444-3394-,6444,2000,10,-300,-15,15
,Douglas,4.00,2010,1,3,12,3394,,,,58,1,17600,2010,2010,16900,58-6445-3394-,6445,17600,10,-700,-3.977272727,3.977272727
,Douglas,4.00,2010,1,3,12,2368,,,,58,1,16400,2007,2010,13600,58-6446-2368-,6446,16400,2,-2800,-17.07317073,17.07317073
,Douglas,4.00,2010,1,3,12,2368,,,,58,1,14600,2007,2010,13200,58-6448-2368-,6448,14600,2,-1400,-9.589041096,9.589041096
,Douglas,4.00,2010,1,3,12,2369,,,,58,1,23000,2007,2010,20400,58-6447-2369-,6447,23000,2,-2600,-11.30434783,11.30434783
,Douglas,4.00,2010,1,4,12,2369,,,,58,1,6300,2007,2010,6000,58-6449-2369-,6449,6300,2,-300,-4.761904762,4.761904762
,Dunn,1.00,2010,1,1,12,1939,,,,58,1,39000,2005,2010,31700,58-6450-1939-,6450,39000,4,-7300,-18.71794872,18.71794872
,Dunn,1.00,2010,1,1,12,1939,,,,58,1,36400,2005,2010,32200,58-6451-1939-,6451,36400,4,-4200,-11.53846154,11.53846154
,Dunn,1.00,2010,1,1,12,1939,,,,58,1,35000,2005,2010,31400,58-6452-1939-,6452,35000,4,-3600,-10.28571429,10.28571429
,Dunn,1.00,2010,1,1,12,1939,,,,58,1,38400,2005,2010,35100,58-6453-1939-,6453,38400,4,-3300,-8.59375,8.59375
,Dunn,1.00,2010,1,1,12,2833,,,,58,1,37500,2008,2010,31700,58-6454-2833-,6454,37500,5,-5800,-15.46666667,15.46666667
,Dunn,1.00,2010,1,1,12,2833,,,,58,1,35100,2008,2010,32200,58-6455-2833-,6455,35100,5,-2900,-8.262108262,8.262108262
,Dunn,1.00,2010,1,1,12,2833,,,,58,1,37600,2008,2010,35100,58-6456-2833-,6456,37600,5,-2500,-6.64893617,6.64893617
,Dunn,1.00,2010,1,1,12,2833,,,,58,1,31800,2008,2010,31400,58-6457-2833-,6457,31800,5,-400,-1.257861635,1.257861635
,St. Croix,1.00,2010,1,1,12,2833,,,,58,1,33200,2008,2010,32500,58-6671-2833-,6671,33200,5,-700,-2.108433735,2.108433735
,Eau Claire,4.00,2008,1,4,12,2381,,,,58,1,2450,2007,2008,1700,58-6458-2381-,6458,2450,2,-750,-30.6122449,30.6122449
,Eau Claire,4.00,2008,1,4,12,2381,,,,58,1,1550,2007,2008,1250,58-6459-2381-,6459,1550,2,-300,-19.35483871,19.35483871
,Florence,1.00,2009,1,4,12,2729,,,,58,1,750,2008,2009,550,58-6460-2729-,6460,750,2,-200,-26.66666667,26.66666667
,Florence,1.00,2009,1,4,12,2729,,,,58,1,800,2008,2009,690,58-6461-2729-,6461,800,2,-110,-13.75,13.75
,Fond du Lac,4.00,2011,1,4,12,2834,,,,58,1,15000,2008,2011,9700,58-6462-2834-,6462,15000,1,-5300,-35.33333333,35.33333333
,Forest,1.00,2006,1,3,12,2156,,,,58,1,3000,2006,2006,2900,58-6463-2156-,6463,3000,1,-100,-3.333333333,3.333333333
,Forest,1.00,2009,1,5,12,3490,,,,58,1,170,2008,2009,130,58-6464-3490-,6464,170,1,-40,-23.52941176,23.52941176
,Grant,1.00,2010,1,5,12,3202,,,,58,1,790,2009,2010,700,58-6465-3202-,6465,790,1,-90,-11.39240506,11.39240506
,Green,1.00,2010,1,3,12,3456,,,,58,1,9300,2010,2010,7300,58-6466-3456-,6466,9300,30,-2000,-21.50537634,21.50537634
,Green,1.00,2010,1,3,12,3456,,,,58,1,8600,2010,2010,6700,58-6467-3456-,6467,8600,30,-1900,-22.09302326,22.09302326
,Green,1.00,2010,1,3,12,3456,,,,58,1,8450,2010,2010,6700,58-6468-3456-,6468,8450,30,-1750,-20.71005917,20.71005917
,Green,1.00,2010,1,3,12,3456,,,,58,1,7300,2010,2010,5700,58-6469-3456-,6469,7300,30,-1600,-21.91780822,21.91780822
,Green,1.00,2010,1,3,12,3456,,,,58,1,5600,2010,2010,4300,58-6470-3456-,6470,5600,30,-1300,-23.21428571,23.21428571
,Green,1.00,2010,1,3,12,3456,,,,58,1,7200,2010,2010,6100,58-6471-3456-,6471,7200,30,-1100,-15.27777778,15.27777778
,Green,1.00,2010,1,3,12,3456,,,,58,1,7550,2010,2010,6500,58-6472-3456-,6472,7550,30,-1050,-13.90728477,13.90728477
,Green,1.00,2010,1,3,12,3456,,,,58,1,7200,2010,2010,6300,58-6473-3456-,6473,7200,30,-900,-12.5,12.5
,Green,1.00,2010,1,3,12,3456,,,,58,1,2800,2010,2010,2300,58-6474-3456-,6474,2800,30,-500,-17.85714286,17.85714286
,Green,1.00,2010,1,3,12,3456,,,,58,1,9500,2010,2010,8700,58-6475-3456-,6475,9500,30,-800,-8.421052632,8.421052632
,Green,1.00,2010,1,4,12,3456,,,,58,1,2800,2010,2010,2400,58-6476-3456-,6476,2800,30,-400,-14.28571429,14.28571429
,Green,1.00,2010,1,3,12,3456,,,,58,1,7200,2010,2010,7100,58-6477-3456-,6477,7200,30,-100,-1.388888889,1.388888889
,Green,1.00,2010,1,4,12,3456,,,,58,1,3000,2010,2010,3000,58-6478-3456-,6478,3000,30,0,0,0
,Green,1.00,2010,1,3,12,3456,,,,58,1,6900,2010,2010,6900,58-6479-3456-,6479,6900,30,0,0,0
,Rock,4.00,2010,1,3,12,3456,,,,58,1,16400,2010,2010,12400,58-6593-3456-,6593,16400,30,-4000,-24.3902439,24.3902439
,Rock,4.00,2010,1,3,12,3456,,,,58,1,6700,2010,2010,4500,58-6594-3456-,6594,6700,30,-2200,-32.8358209,32.8358209
,Rock,4.00,2010,1,1,12,3456,,,,58,1,51300,2010,2010,45700,58-6595-3456-,6595,51300,30,-5600,-10.91617934,10.91617934
,Rock,4.00,2010,1,3,12,3456,,,,58,1,11900,2010,2010,9600,58-6596-3456-,6596,11900,30,-2300,-19.32773109,19.32773109
,Rock,4.00,2010,1,3,12,3456,,,,58,1,6100,2010,2010,4800,58-6597-3456-,6597,6100,30,-1300,-21.31147541,21.31147541
,Rock,4.00,2010,1,3,12,3456,,,,58,1,5000,2010,2010,4000,58-6598-3456-,6598,5000,30,-1000,-20,20
,Rock,4.00,2010,1,3,12,3456,,,,58,1,5000,2010,2010,4000,58-6599-3456-,6599,5000,30,-1000,-20,20
,Rock,4.00,2010,1,3,12,3456,,,,58,1,2800,2010,2010,2100,58-6600-3456-,6600,2800,30,-700,-25,25
,Rock,4.00,2010,1,3,12,3456,,,,58,1,9600,2010,2010,8400,58-6601-3456-,6601,9600,30,-1200,-12.5,12.5
,Rock,4.00,2010,1,3,12,3456,,,,58,1,4900,2010,2010,4100,58-6602-3456-,6602,4900,30,-800,-16.32653061,16.32653061
,Rock,4.00,2010,1,3,12,3456,,,,58,1,2700,2010,2010,2200,58-6603-3456-,6603,2700,30,-500,-18.51851852,18.51851852
,Rock,4.00,2010,1,3,12,3456,,,,58,1,9800,2010,2010,9000,58-6604-3456-,6604,9800,30,-800,-8.163265306,8.163265306
,Rock,4.00,2010,1,4,12,3456,,,,58,1,1850,2010,2010,1600,58-6605-3456-,6605,1850,30,-250,-13.51351351,13.51351351
,Rock,4.00,2010,1,1,12,3456,,,,58,1,50600,2010,2010,50400,58-6606-3456-,6606,50600,30,-200,-0.395256917,0.395256917
,Rock,4.00,2010,1,3,12,3456,,,,58,1,5200,2010,2010,5200,58-6607-3456-,6607,5200,30,0,0,0
,Rock,4.00,2010,1,4,12,3456,,,,58,1,2100,2010,2010,2100,58-6608-3456-,6608,2100,30,0,0,0
,Green Lake,1.00,2011,1,4,12,3231,,,,58,1,2300,2009,2011,2700,58-6480-3231-,6480,2300,5,400,17.39130435,17.39130435
,Green Lake,1.00,2011,1,4,12,3231,,,,58,1,2950,2009,2011,3400,58-6481-3231-,6481,2950,5,450,15.25423729,15.25423729
,Green Lake,1.00,2011,1,4,12,3231,,,,58,1,1350,2009,2011,1600,58-6482-3231-,6482,1350,5,250,18.51851852,18.51851852
,Green Lake,1.00,2011,1,4,12,3231,,,,58,1,2300,2009,2011,2600,58-6483-3231-,6483,2300,5,300,13.04347826,13.04347826
,Green Lake,1.00,2011,1,5,12,3231,,,,58,1,2100,2009,2011,2000,58-6484-3231-,6484,2100,5,-100,-4.761904762,4.761904762
,Iowa,1.00,2006,1,3,12,1905,,,,58,1,10100,2005,2006,8700,58-6485-1905-,6485,10100,2,-1400,-13.86138614,13.86138614
,Iowa,1.00,2006,1,5,12,1905,,,,58,1,2600,2005,2006,2700,58-6487-1905-,6487,2600,2,100,3.846153846,3.846153846
,Iowa,1.00,2009,1,5,12,2717,,,,58,1,780,2008,2009,870,58-6486-2717-,6486,780,1,90,11.53846154,11.53846154
,Iron,1.00,2010,1,3,12,3493,,,,58,1,2500,2008,2010,2600,58-6488-3493-,6488,2500,1,100,4,4
,Jackson,1.00,2010,1,4,12,2523,,,,58,1,4300,2007,2010,3800,58-6489-2523-,6489,4300,1,-500,-11.62790698,11.62790698
,Jefferson,1.00,2009,1,4,12,2261,,,,58,1,5500,2003,2009,4000,58-6490-2261-,6490,5500,2,-1500,-27.27272727,27.27272727
,Jefferson,1.00,2009,1,4,12,2261,,,,58,1,5000,2003,2009,5700,58-6491-2261-,6491,5000,2,700,14,14
,La Crosse,1.00,2011,1,5,12,3507,,,,58,1,1500,2010,2011,1400,58-6492-3507-,6492,1500,1,-100,-6.666666667,6.666666667
,La Crosse,4.00,2011,1,1,12,3278,,,,58,1,37700,2010,2011,40700,58-6493-3278-,6493,37700,4,3000,7.957559682,7.957559682
,La Crosse,4.00,2011,1,1,12,3278,,,,58,1,31100,2010,2011,33400,58-6494-3278-,6494,31100,4,2300,7.395498392,7.395498392
,La Crosse,4.00,2011,1,1,12,3278,,,,58,1,30600,2010,2011,31700,58-6495-3278-,6495,30600,4,1100,3.594771242,3.594771242
,La Crosse,4.00,2011,1,1,12,3278,,,,58,1,24200,2010,2011,24800,58-6496-3278-,6496,24200,4,600,2.479338843,2.479338843
,La Crosse,4.00,2011,1,5,12,3366,,,,58,1,5300,2010,2011,3700,58-6497-3366-,6497,5300,1,-1600,-30.18867925,30.18867925
,La Crosse,4.00,2011,1,4,12,3082,,,,58,1,14200,2009,2011,12500,58-6498-3082-,6498,14200,2,-1700,-11.97183099,11.97183099
,La Crosse,4.00,2011,1,5,12,3082,,,,58,1,2200,2009,2011,2000,58-6499-3082-,6499,2200,2,-200,-9.090909091,9.090909091
,Manitowoc,4.00,2011,1,3,12,2465,,,,58,1,14250,2007,2011,11800,58-6500-2465-,6500,14250,3,-2450,-17.19298246,17.19298246
,Manitowoc,4.00,2011,1,3,12,2465,,,,58,1,4700,2007,2011,3800,58-6502-2465-,6502,4700,3,-900,-19.14893617,19.14893617
,Manitowoc,4.00,2011,1,4,12,2465,,,,58,1,7350,2007,2011,7400,58-6505-2465-,6505,7350,3,50,0.680272109,0.680272109
,Manitowoc,4.00,2011,1,3,12,2464,,,,58,1,7100,2007,2011,5700,58-6501-2464-,6501,7100,1,-1400,-19.71830986,19.71830986
,Manitowoc,4.00,2011,1,4,12,1986,,,,58,1,3900,2007,2011,4500,58-6503-1986-,6503,3900,2,600,15.38461538,15.38461538
,Manitowoc,4.00,2011,1,4,12,1986,,,,58,1,4850,2007,2011,5100,58-6504-1986-,6504,4850,2,250,5.154639175,5.154639175
,Manitowoc,4.00,2011,1,5,12,3364,,,,58,1,4800,2010,2011,2500,58-6506-3364-,6506,4800,1,-2300,-47.91666667,47.91666667
,Manitowoc,4.00,2008,1,4,12,1864,,,,58,1,2900,2005,2008,1300,58-6507-1864-,6507,2900,1,-1600,-55.17241379,55.17241379
,Manitowoc,4.00,2011,1,4,12,3512,,,,58,1,2200,2010,2011,1700,58-6508-3512-,6508,2200,6,-500,-22.72727273,22.72727273
,Manitowoc,4.00,2011,1,3,12,3512,,,,58,1,4100,2010,2011,3800,58-6509-3512-,6509,4100,6,-300,-7.317073171,7.317073171
,Manitowoc,4.00,2011,1,4,12,3512,,,,58,1,2050,2010,2011,2200,58-6510-3512-,6510,2050,6,150,7.317073171,7.317073171
,Manitowoc,4.00,2011,1,4,12,3512,,,,58,1,2370,2010,2011,2500,58-6511-3512-,6511,2370,6,130,5.485232068,5.485232068
,Manitowoc,4.00,2011,1,4,12,3512,,,,58,1,2100,2010,2011,2200,58-6512-3512-,6512,2100,6,100,4.761904762,4.761904762
,Sheboygan,4.00,2011,1,4,12,3512,,,,58,1,2070,2010,2011,1900,58-6648-3512-,6648,2070,6,-170,-8.212560386,8.212560386
,Marathon,4.00,2010,1,3,12,3434,,,,58,1,18000,2010,2010,14000,58-6513-3434-,6513,18000,3,-4000,-22.22222222,22.22222222
,Marathon,4.00,2010,1,3,12,3434,,,,58,1,15500,2010,2010,12600,58-6514-3434-,6514,15500,3,-2900,-18.70967742,18.70967742
,Marathon,4.00,2010,1,4,12,3434,,,,58,1,1250,2010,2010,1250,58-6525-3434-,6525,1250,3,0,0,0
,Marathon,4.00,2010,1,4,12,2154,,,,58,1,2800,2006,2010,2000,58-6515-2154-,6515,2800,4,-800,-28.57142857,28.57142857
,Marathon,4.00,2010,1,5,12,2154,,,,58,1,760,2006,2010,430,58-6517-2154-,6517,760,4,-330,-43.42105263,43.42105263
,Marathon,4.00,2010,1,4,12,2154,,,,58,1,2700,2006,2010,2400,58-6519-2154-,6519,2700,4,-300,-11.11111111,11.11111111
,Marathon,4.00,2010,1,5,12,2154,,,,58,1,820,2006,2010,750,58-6523-2154-,6523,820,4,-70,-8.536585366,8.536585366
,Marathon,4.00,2010,1,3,12,2963,,,,58,1,18300,2009,2010,16400,58-6516-2963-,6516,18300,4,-1900,-10.38251366,10.38251366
,Marathon,4.00,2010,1,5,12,2963,,,,58,1,8000,2009,2010,8500,58-6520-2963-,6520,8000,4,500,6.25,6.25
,Marathon,4.00,2010,1,3,12,2963,,,,58,1,18800,2009,2010,18300,58-6522-2963-,6522,18800,4,-500,-2.659574468,2.659574468
,Marathon,4.00,2010,1,5,12,2963,,,,58,1,2800,2009,2010,2800,58-6524-2963-,6524,2800,4,0,0,0
,Marathon,4.00,2010,1,4,12,3384,,,,58,1,6600,2010,2010,5600,58-6518-3384-,6518,6600,1,-1000,-15.15151515,15.15151515
,Marathon,4.00,2010,1,4,12,2891,,,,58,1,2150,2008,2010,1800,58-6526-2891-,6526,2150,2,-350,-16.27906977,16.27906977
,Marathon,4.00,2010,1,4,12,2891,,,,58,1,3100,2008,2010,3400,58-6527-2891-,6527,3100,2,300,9.677419355,9.677419355
,Monroe,1.00,2011,1,3,12,1760,,,,58,1,4900,2007,2011,3200,58-6528-1760-,6528,4900,5,-1700,-34.69387755,34.69387755
,Monroe,1.00,2011,1,3,12,1760,,,,58,1,11500,2007,2011,9200,58-6529-1760-,6529,11500,5,-2300,-20,20
,Monroe,1.00,2011,1,3,12,1760,,,,58,1,13950,2007,2011,11500,58-6530-1760-,6530,13950,5,-2450,-17.56272401,17.56272401
,Monroe,1.00,2011,1,3,12,1760,,,,58,1,4100,2007,2011,2900,58-6531-1760-,6531,4100,5,-1200,-29.26829268,29.26829268
,Monroe,1.00,2011,1,3,12,1760,,,,58,1,7100,2007,2011,5500,58-6532-1760-,6532,7100,5,-1600,-22.53521127,22.53521127
,Monroe,1.00,2008,1,1,12,2017,,,,58,1,40200,2005,2008,33100,58-6533-2017-,6533,40200,3,-7100,-17.66169154,17.66169154
,Monroe,1.00,2008,1,1,12,2017,,,,58,1,37600,2005,2008,32400,58-6534-2017-,6534,37600,3,-5200,-13.82978723,13.82978723
,Monroe,1.00,2008,1,1,12,2017,,,,58,1,31400,2005,2008,26900,58-6535-2017-,6535,31400,3,-4500,-14.33121019,14.33121019
,Monroe,1.00,2011,1,4,12,3073,,,,58,1,2800,2009,2011,1200,58-6536-3073-,6536,2800,1,-1600,-57.14285714,57.14285714
,Oconto,1.00,2009,1,3,12,2329,,,,58,1,29200,2006,2009,27100,58-6537-2329-,6537,29200,3,-2100,-7.191780822,7.191780822
,Oconto,1.00,2009,1,3,12,2329,,,,58,1,25400,2006,2009,25700,58-6538-2329-,6538,25400,3,300,1.181102362,1.181102362
,Oconto,1.00,2009,1,3,12,2329,,,,58,1,26600,2006,2009,26300,58-6539-2329-,6539,26600,3,-300,-1.127819549,1.127819549
,Oneida,1.00,2009,1,3,12,2417,,,,58,1,26700,2007,2009,17800,58-6540-2417-,6540,26700,4,-8900,-33.33333333,33.33333333
,Oneida,1.00,2009,1,3,12,2417,,,,58,1,15400,2007,2009,13300,58-6541-2417-,6541,15400,4,-2100,-13.63636364,13.63636364
,Oneida,1.00,2009,1,3,12,2417,,,,58,1,9800,2007,2009,8700,58-6542-2417-,6542,9800,4,-1100,-11.2244898,11.2244898
,Oneida,1.00,2009,1,3,12,2417,,,,58,1,10900,2007,2009,11500,58-6543-2417-,6543,10900,4,600,5.504587156,5.504587156
,Oneida,1.00,2009,1,5,12,2764,,,,58,1,2700,2008,2009,1600,58-6544-2764-,6544,2700,3,-1100,-40.74074074,40.74074074
,Oneida,1.00,2009,1,5,12,2764,,,,58,1,950,2008,2009,600,58-6546-2764-,6546,950,3,-350,-36.84210526,36.84210526
,Oneida,1.00,2009,1,5,12,2764,,,,58,1,570,2008,2009,370,58-6548-2764-,6548,570,3,-200,-35.0877193,35.0877193
,Oneida,1.00,2006,1,4,12,2035,,,,58,1,15000,2005,2006,12500,58-6545-2035-,6545,15000,1,-2500,-16.66666667,16.66666667
,Oneida,1.00,2006,1,3,12,2004,,,,58,1,7400,2005,2006,6500,58-6547-2004-,6547,7400,1,-900,-12.16216216,12.16216216
,Oneida,1.00,2006,1,3,12,2005,,,,58,1,6900,2005,2006,6300,58-6549-2005-,6549,6900,3,-600,-8.695652174,8.695652174
,Oneida,1.00,2006,1,3,12,2005,,,,58,1,8300,2005,2006,8000,58-6550-2005-,6550,8300,3,-300,-3.614457831,3.614457831
,Oneida,1.00,2006,1,3,12,2005,,,,58,1,5700,2005,2006,5900,58-6551-2005-,6551,5700,3,200,3.50877193,3.50877193
,Oneida,1.00,2009,1,4,12,2726,,,,58,1,5800,2008,2009,4900,58-6552-2726-,6552,5800,1,-900,-15.51724138,15.51724138
,Oneida,1.00,2009,1,3,12,3489,,,,58,1,5800,2008,2009,5400,58-6553-3489-,6553,5800,2,-400,-6.896551724,6.896551724
,Oneida,1.00,2009,1,3,12,3489,,,,58,1,4000,2008,2009,4300,58-6554-3489-,6554,4000,2,300,7.5,7.5
,Outagamie,4.00,2010,1,3,12,2138,,,,58,1,7400,2007,2010,5400,58-6555-2138-,6555,7400,3,-2000,-27.02702703,27.02702703
,Outagamie,4.00,2010,1,3,12,2138,,,,58,1,8100,2007,2010,6100,58-6556-2138-,6556,8100,3,-2000,-24.69135802,24.69135802
,Outagamie,4.00,2010,1,3,12,2138,,,,58,1,9200,2007,2010,8100,58-6557-2138-,6557,9200,3,-1100,-11.95652174,11.95652174
,Outagamie,4.00,2010,1,3,12,1990,,,,58,1,23600,2005,2010,16400,58-6558-1990-,6558,23600,4,-7200,-30.50847458,30.50847458
,Outagamie,4.00,2010,1,3,12,1990,,,,58,1,21300,2005,2010,15200,58-6559-1990-,6559,21300,4,-6100,-28.63849765,28.63849765
,Outagamie,4.00,2010,1,3,12,1990,,,,58,1,21000,2005,2010,15400,58-6560-1990-,6560,21000,4,-5600,-26.66666667,26.66666667
,Outagamie,4.00,2010,1,3,12,1990,,,,58,1,14200,2005,2010,10600,58-6561-1990-,6561,14200,4,-3600,-25.35211268,25.35211268
,Outagamie,4.00,2010,1,3,12,2962,,,,58,1,19700,2009,2010,17100,58-6562-2962-,6562,19700,4,-2600,-13.19796954,13.19796954
,Outagamie,4.00,2010,1,3,12,2962,,,,58,1,65500,2009,2010,60700,58-6563-2962-,6563,65500,4,-4800,-7.328244275,7.328244275
,Outagamie,4.00,2010,1,3,12,2962,,,,58,1,60200,2009,2010,56100,58-6564-2962-,6564,60200,4,-4100,-6.810631229,6.810631229
,Outagamie,4.00,2010,1,3,12,2962,,,,58,1,13000,2009,2010,12600,58-6567-2962-,6567,13000,4,-400,-3.076923077,3.076923077
,Outagamie,4.00,2007,1,3,12,2341,,,,58,1,19300,2006,2007,20000,58-6565-2341-,6565,19300,3,700,3.626943005,3.626943005
,Outagamie,4.00,2007,1,3,12,2341,,,,58,1,17000,2006,2007,16500,58-6566-2341-,6566,17000,3,-500,-2.941176471,2.941176471
,Outagamie,4.00,2007,1,4,12,2341,,,,58,1,10500,2006,2007,10400,58-6568-2341-,6568,10500,3,-100,-0.952380952,0.952380952
,Outagamie,4.00,2010,1,3,12,3362,,,,58,1,26400,2010,2010,19200,58-6569-3362-,6569,26400,3,-7200,-27.27272727,27.27272727
,Outagamie,4.00,2010,1,3,12,3362,,,,58,1,27100,2010,2010,22000,58-6570-3362-,6570,27100,3,-5100,-18.81918819,18.81918819
,Outagamie,4.00,2010,1,4,12,3362,,,,58,1,9800,2010,2010,10000,58-6574-3362-,6574,9800,3,200,2.040816327,2.040816327
,Outagamie,4.00,2010,1,4,12,2458,,,,58,1,8000,2007,2010,5800,58-6571-2458-,6571,8000,3,-2200,-27.5,27.5
,Outagamie,4.00,2010,1,3,12,2458,,,,58,1,42000,2007,2010,45200,58-6572-2458-,6572,42000,3,3200,7.619047619,7.619047619
,Outagamie,4.00,2010,1,3,12,2458,,,,58,1,45000,2007,2010,43700,58-6573-2458-,6573,45000,3,-1300,-2.888888889,2.888888889
,Outagamie,4.00,2010,1,3,12,2923,,,,58,1,13700,2009,2010,9800,58-6575-2923-,6575,13700,4,-3900,-28.46715328,28.46715328
,Outagamie,4.00,2010,1,3,12,2923,,,,58,1,9100,2009,2010,6400,58-6576-2923-,6576,9100,4,-2700,-29.67032967,29.67032967
,Outagamie,4.00,2010,1,3,12,2923,,,,58,1,15200,2009,2010,11800,58-6577-2923-,6577,15200,4,-3400,-22.36842105,22.36842105
,Outagamie,4.00,2010,1,4,12,2923,,,,58,1,8700,2009,2010,6900,58-6578-2923-,6578,8700,4,-1800,-20.68965517,20.68965517
,Pierce,1.00,2009,1,4,12,2372,,,,58,1,2500,2006,2009,2900,58-6579-2372-,6579,2500,2,400,16,16
,Pierce,1.00,2009,1,4,12,2372,,,,58,1,1500,2006,2009,1500,58-6580-2372-,6580,1500,2,0,0,0
,Polk,1.00,2006,1,4,12,2006,,,,58,1,4600,2005,2006,3700,58-6581-2006-,6581,4600,4,-900,-19.56521739,19.56521739
,Polk,1.00,2006,1,4,12,2006,,,,58,1,1750,2005,2006,1900,58-6582-2006-,6582,1750,4,150,8.571428571,8.571428571
,Polk,1.00,2006,1,4,12,2006,,,,58,1,2050,2005,2006,1900,58-6583-2006-,6583,2050,4,-150,-7.317073171,7.317073171
,Polk,1.00,2006,1,4,12,2006,,,,58,1,3200,2005,2006,3100,58-6584-2006-,6584,3200,4,-100,-3.125,3.125
,Polk,1.00,2009,1,3,12,2653,,,,58,1,16700,2008,2009,16600,58-6585-2653-,6585,16700,1,-100,-0.598802395,0.598802395
,Portage,4.00,2011,1,4,12,2926,,,,58,1,11600,2009,2011,13700,58-6586-2926-,6586,11600,4,2100,18.10344828,18.10344828
,Portage,4.00,2011,1,4,12,2926,,,,58,1,9000,2009,2011,7500,58-6587-2926-,6587,9000,4,-1500,-16.66666667,16.66666667
,Portage,4.00,2011,1,5,12,2926,,,,58,1,7400,2009,2011,6300,58-6588-2926-,6588,7400,4,-1100,-14.86486486,14.86486486
