Project ID,Count ID,InternalProjectID,YEAR TYPE,StationID,Year,Actual AADT,Proj AADT,AADTDifference,AADT%Change,y
41-114-23029-JEF-43-2.80,41-14185-,23029,1-Opening Year,,2004,"16,240","20,770","4,530",27.89%,0.78
41-114-23029-JEF-43-2.80,41-14186-,23029,3-Design Year,,2024,"16,360","23,080","6,720",41.08%,0.71
41-115-75078-MOT-35-9.70,41-14187-,75078,1-Opening Year,,2004,"10,260","12,490","2,230",21.73%,0.82
41-115-75078-MOT-35-9.70,41-14188-,75078,3-Design Year,,2024,"10,350","15,910","5,560",53.72%,0.65
41-116-24771-JEF-43-1.06,41-14189-,24771,1-Opening Year,,2004,"16,000","16,500",500,3.13%,0.97
41-116-24771-JEF-43-1.06,41-14190-,24771,3-Design Year,,2024,"16,060","18,750","2,690",16.75%,0.86
41-117-24771-JEF-43-1.06,41-14191-,24771,1-Opening Year,,2004,"16,000","20,280","4,280",26.75%,0.79
41-117-24771-JEF-43-1.06,41-14192-,24771,3-Design Year,,2024,"16,060","23,010","6,950",43.28%,0.70
41-118-75077-MOT-35-9.20,41-14193-,75077,1-Opening Year,,2004,"10,260","12,490","2,230",21.73%,0.82
41-118-75077-MOT-35-9.20,41-14194-,75077,3-Design Year,,2024,"10,350","15,910","5,560",53.72%,0.65
41-119-77057-SAN-20-21.90-Signal-@-20/19,41-14195-,77057,1-Opening Year,,2004,"17,770","23,590","5,820",32.75%,0.75
41-119-77057-SAN-20-21.90-Signal-@-20/19,41-14196-,77057,3-Design Year,,2024,"17,930","31,000","13,070",72.89%,0.58
41-120-77057-SAN-20-21.90-Signal-@-20/19,41-14197-,77057,1-Opening Year,,2004,"17,830","21,820","3,990",22.38%,0.82
41-120-77057-SAN-20-21.90-Signal-@-20/19,41-14198-,77057,3-Design Year,,2024,"17,520","28,940","11,420",65.18%,0.61
41-121-18311-MED-57-3.24,41-14199-,18311,1-Opening Year,,2004,"8,490","8,400",-90,-1.06%,1.01
41-121-18311-MED-57-3.24,41-14200-,18311,3-Design Year,,2016,"8,040","10,540","2,500",31.09%,0.76
41-122-25369-CLE-48-3.98,41-14201-,25369,1-Opening Year,,2004,"6,840","6,100",-740,-10.82%,1.12
41-122-25369-CLE-48-3.98,41-14202-,25369,3-Design Year,,2024,"6,380","6,690",310,4.86%,0.95
41-123-77057-SAN-20-21.90-Signal-@-20/19,41-14203-,77057,1-Opening Year,,2004,"2,070","2,650",580,28.02%,0.78
41-123-77057-SAN-20-21.90-Signal-@-20/19,41-14204-,77057,3-Design Year,,2024,"2,190","3,010",820,37.44%,0.73
41-124-20236-WAR-123-9.45,41-14205-,20236,1-Opening Year,,2004,"39,990","40,720",730,1.83%,0.98
41-124-20236-WAR-123-9.45,41-14206-,20236,3-Design Year,,2024,"36,130","61,940","25,810",71.44%,0.58
41-125-20236-WAR-123-9.45,41-14207-,20236,1-Opening Year,,2004,"40,130","40,690",560,1.40%,0.99
41-125-20236-WAR-123-9.45,41-14208-,20236,3-Design Year,,2024,"36,520","61,230","24,710",67.66%,0.60
41-126-77688-COL-45-0.900,41-14209-,77688,1-Opening Year,,2004,"3,880","3,950",70,1.80%,0.98
41-126-77688-COL-45-0.900,41-14210-,77688,3-Design Year,,2024,"3,310","5,250","1,940",58.61%,0.63
41-127-20236-WAR-123-9.45,41-14211-,20236,1-Opening Year,,2004,"7,020","8,900","1,880",26.78%,0.79
41-127-20236-WAR-123-9.45,41-14212-,20236,3-Design Year,,2024,"7,270","12,800","5,530",76.07%,0.57
41-128-20236-WAR-123-9.45,41-14213-,20236,1-Opening Year,,2004,"7,230","8,210",980,13.55%,0.88
41-128-20236-WAR-123-9.45,41-14214-,20236,3-Design Year,,2024,"7,890","13,070","5,180",65.65%,0.60
41-129-23586-RIC-0314-00.00,41-14215-,23586,1-Opening Year,,2004,"3,850","4,490",640,16.62%,0.86
41-129-23586-RIC-0314-00.00,41-14216-,23586,3-Design Year,,2016,"3,490","5,370","1,880",53.87%,0.65
41-130-23586-RIC-0314-00.00,41-14217-,23586,1-Opening Year,,2004,"2,490","2,450",-40,-1.61%,1.02
41-130-23586-RIC-0314-00.00,41-14218-,23586,3-Design Year,,2016,"2,440","2,800",360,14.75%,0.87
41-131-20424-DEL-23 HES,41-14219-,20424,1-Opening Year,,2004,"43,330","45,820","2,490",5.75%,0.95
41-131-20424-DEL-23 HES,41-14220-,20424,3-Design Year,,2024,"40,940","58,450","17,510",42.77%,0.70
41-132-20424-DEL-23 HES,41-14221-,20424,1-Opening Year,,2004,"34,150","44,940","10,790",31.60%,0.76
41-132-20424-DEL-23 HES,41-14222-,20424,3-Design Year,,2024,"31,500","57,570","26,070",82.76%,0.55
41-133-20424-DEL-23 HES,41-14223-,20424,1-Opening Year,,2004,"34,150","41,360","7,210",21.11%,0.83
41-133-20424-DEL-23 HES,41-14224-,20424,3-Design Year,,2024,"31,500","60,010","28,510",90.51%,0.52
41-134-20424-DEL-23 HES,41-14225-,20424,1-Opening Year,,2004,"34,150","40,620","6,470",18.95%,0.84
41-134-20424-DEL-23 HES,41-14226-,20424,3-Design Year,,2024,"31,500","59,270","27,770",88.16%,0.53
41-135-20424-DEL-23 HES,41-14227-,20424,1-Opening Year,,2004,"34,150","43,320","9,170",26.85%,0.79
41-135-20424-DEL-23 HES,41-14228-,20424,3-Design Year,,2024,"31,500","61,970","30,470",96.73%,0.51
41-136-20424-DEL-23 HES,41-14229-,20424,1-Opening Year,,2004,"34,150","39,180","5,030",14.73%,0.87
41-136-20424-DEL-23 HES,41-14230-,20424,3-Design Year,,2024,"31,500","64,700","33,200",105.40%,0.49
41-137-20424-DEL-23 HES,41-14231-,20424,1-Opening Year,,2004,"34,150","33,680",-470,-1.38%,1.01
41-137-20424-DEL-23 HES,41-14232-,20424,3-Design Year,,2024,"31,500","58,930","27,430",87.08%,0.53
41-138-75395-CUY-14-11.35,41-14233-,75395,1-Opening Year,,2004,"13,710","13,800",90,0.66%,0.99
41-138-75395-CUY-14-11.35,41-14234-,75395,3-Design Year,,2024,"12,450","14,760","2,310",18.55%,0.84
41-139-24794-NOB-77-4.08,41-14235-,24794,1-Opening Year,,2005,"15,580","15,130",-450,-2.89%,1.03
41-139-24794-NOB-77-4.08,41-14236-,24794,3-Design Year,,2025,"15,190","22,700","7,510",49.44%,0.67
41-140-24794-NOB-77-4.08,41-14237-,24794,1-Opening Year,,2005,"17,800","17,250",-550,-3.09%,1.03
41-140-24794-NOB-77-4.08,41-14238-,24794,3-Design Year,,2025,"17,340","26,240","8,900",51.33%,0.66
41-141-24794-NOB-77-4.08,41-14239-,24794,1-Opening Year,,2005,"18,020","15,530","-2,490",-13.82%,1.16
41-141-24794-NOB-77-4.08,41-14240-,24794,3-Design Year,,2025,"17,770","24,300","6,530",36.75%,0.73
41-142-23823-CLA-70-25.11,41-14241-,23823,1-Opening Year,,2005,"53,130","47,720","-5,410",-10.18%,1.11
41-142-23823-CLA-70-25.11,41-14242-,23823,3-Design Year,,2025,"46,570","67,110","20,540",44.11%,0.69
41-143-19971-GAL-7-30.50,41-14243-,19971,1-Opening Year,,2005,"9,850","12,140","2,290",23.25%,0.81
41-143-19971-GAL-7-30.50,41-14244-,19971,3-Design Year,,2025,"9,920","14,590","4,670",47.08%,0.68
41-144-19181-GEA-422-18.31,41-14245-,19181,1-Opening Year,,2005,"12,340","14,460","2,120",17.18%,0.85
41-144-19181-GEA-422-18.31,41-14246-,19181,3-Design Year,,2025,"11,140","17,920","6,780",60.86%,0.62
41-145-19468-TUS-250-5.21,41-14247-,19468,1-Opening Year,,2005,"14,470","14,610",140,0.97%,0.99
41-145-19468-TUS-250-5.21,41-14248-,19468,3-Design Year,,2025,"12,990","18,800","5,810",44.73%,0.69
41-146-19580-TUS-250-2.22,41-14249-,19580,1-Opening Year,,2005,"7,490","8,100",610,8.14%,0.92
41-146-19580-TUS-250-2.22,41-14250-,19580,3-Design Year,,2025,"6,520","11,260","4,740",72.70%,0.58
41-147-19580-TUS-250-2.22,41-14251-,19580,1-Opening Year,,2005,"11,900","13,670","1,770",14.87%,0.87
41-147-19580-TUS-250-2.22,41-14252-,19580,3-Design Year,,2025,"11,170","17,990","6,820",61.06%,0.62
41-148-19580-TUS-250-2.22,41-14253-,19580,1-Opening Year,,2005,"5,200","7,280","2,080",40.00%,0.71
41-148-19580-TUS-250-2.22,41-14254-,19580,3-Design Year,,2025,"5,740","8,770","3,030",52.79%,0.65
41-149-13500-UNI-42-1.47,41-14255-,13500,1-Opening Year,,2005,"6,820","12,090","5,270",77.27%,0.56
41-149-13500-UNI-42-1.47,41-14256-,13500,3-Design Year,,2025,"7,000","16,400","9,400",134.29%,0.43
41-150-22991-ALL-696-0.81,41-14257-,22991,1-Opening Year,,2005,"12,360","8,360","-4,000",-32.36%,1.48
41-150-22991-ALL-696-0.81,41-14258-,22991,3-Design Year,,2025,"10,370","11,920","1,550",14.95%,0.87
41-151-25645-GAL-554-16.00,41-14259-,25645,1-Opening Year,,2005,"2,150","1,450",-700,-32.56%,1.48
41-151-25645-GAL-554-16.00,41-14260-,25645,3-Design Year,,2025,"1,680","1,730",50,2.98%,0.97
41-152-19855-TRU-87-2.25,41-14261-,19855,1-Opening Year,,2005,"2,770","3,410",640,23.10%,0.81
41-152-19855-TRU-87-2.25,41-14262-,19855,3-Design Year,,2025,"1,930","4,690","2,760",143.01%,0.41
41-153-6080-MAH-80-0.97,41-14263-,6080,1-Opening Year,,2005,"53,170","48,870","-4,300",-8.09%,1.09
41-153-6080-MAH-80-0.97,41-14264-,6080,3-Design Year,,2025,"49,920","63,220","13,300",26.64%,0.79
41-154-6080-MAH-80-0.97,41-14265-,6080,1-Opening Year,,2005,"62,530","61,690",-840,-1.34%,1.01
41-154-6080-MAH-80-0.97,41-14266-,6080,3-Design Year,,2025,"59,810","75,300","15,490",25.90%,0.79
41-155-19932-POR-480-0.79,41-14267-,19932,1-Opening Year,,2005,"43,330","36,600","-6,730",-15.53%,1.18
41-155-19932-POR-480-0.79,41-14268-,19932,3-Design Year,,2025,"41,700","49,240","7,540",18.08%,0.85
41-156-18631-WAY-30/250-9.12/11.60,41-14269-,18631,1-Opening Year,,2005,"18,500","30,220","11,720",63.35%,0.61
41-156-18631-WAY-30/250-9.12/11.60,41-14270-,18631,3-Design Year,,2025,"24,010","43,930","19,920",82.97%,0.55
41-157-75104-MOT-48-045,41-14271-,75104,1-Opening Year,,2005,"12,100","11,330",-770,-6.36%,1.07
41-157-75104-MOT-48-045,41-14272-,75104,3-Design Year,,2025,"11,410","17,020","5,610",49.17%,0.67
41-158-75104-MOT-48-045,41-14273-,75104,1-Opening Year,,2005,"15,820","14,810","-1,010",-6.38%,1.07
41-158-75104-MOT-48-045,41-14274-,75104,3-Design Year,,2025,"14,670","22,290","7,620",51.94%,0.66
41-159-75104-MOT-48-045,41-14275-,75104,1-Opening Year,,2005,"26,780","18,440","-8,340",-31.14%,1.45
41-159-75104-MOT-48-045,41-14276-,75104,3-Design Year,,2025,"23,970","27,710","3,740",15.60%,0.87
41-160-12776-LUC-2-11.68,41-14277-,12776,1-Opening Year,,2005,"15,960","31,630","15,670",98.18%,0.50
41-160-12776-LUC-2-11.68,41-14278-,12776,3-Design Year,,2025,"19,630","35,040","15,410",78.50%,0.56
41-161-23265-HAM-50-4.40,41-14279-,23265,1-Opening Year,,2005,"14,590","21,140","6,550",44.89%,0.69
41-161-23265-HAM-50-4.40,41-14280-,23265,3-Design Year,,2025,"13,790","23,650","9,860",71.50%,0.58
41-162-20044-STA-62-24.18,41-14281-,20044,1-Opening Year,,2005,"41,300","32,940","-8,360",-20.24%,1.25
41-162-20044-STA-62-24.18,41-14282-,20044,3-Design Year,,2025,"36,480","37,680","1,200",3.29%,0.97
41-163-20044-STA-62-24.18,41-14283-,20044,1-Opening Year,,2005,"41,300","26,250","-15,050",-36.44%,1.57
41-163-20044-STA-62-24.18,41-14284-,20044,3-Design Year,,2025,"36,480","30,040","-6,440",-17.65%,1.21
41-164-20044-STA-62-24.18,41-14285-,20044,1-Opening Year,,2005,"41,300","28,400","-12,900",-31.23%,1.45
41-164-20044-STA-62-24.18,41-14286-,20044,3-Design Year,,2025,"36,480","32,480","-4,000",-10.96%,1.12
41-165-20044-STA-62-24.18,41-14287-,20044,1-Opening Year,,2005,"41,300","27,480","-13,820",-33.46%,1.50
41-165-20044-STA-62-24.18,41-14288-,20044,3-Design Year,,2025,"36,480","31,430","-5,050",-13.84%,1.16
41-166-23894-WAY-21-3.94 @ Edwards St.,41-14289-,23894,1-Opening Year,,2005,"16,060","16,690",630,3.92%,0.96
41-166-23894-WAY-21-3.94 @ Edwards St.,41-14290-,23894,3-Design Year,,2025,"14,700","21,180","6,480",44.08%,0.69
41-167-23894-WAY-21-3.94 @ Edwards St.,41-14291-,23894,1-Opening Year,,2005,"16,060","18,820","2,760",17.19%,0.85
41-167-23894-WAY-21-3.94 @ Edwards St.,41-14292-,23894,3-Design Year,,2025,"14,700","23,860","9,160",62.31%,0.62
41-168-23265-HAM-50-4.40,41-14293-,23265,1-Opening Year,,2005,"7,570","8,250",680,8.98%,0.92
41-168-23265-HAM-50-4.40,41-14294-,23265,3-Design Year,,2025,"5,970","10,080","4,110",68.84%,0.59
41-169-22649-MRW-71-4.64,41-14295-,22649,1-Opening Year,,2005,"43,750","50,400","6,650",15.20%,0.87
41-169-22649-MRW-71-4.64,41-14296-,22649,3-Design Year,,2025,"44,490","71,220","26,730",60.08%,0.62
41-170-19503-JEF-7-4.61,41-14297-,19503,1-Opening Year,,2005,"14,880","14,410",-470,-3.16%,1.03
41-170-19503-JEF-7-4.61,41-14298-,19503,3-Design Year,,2017,"17,210","17,340",130,0.76%,0.99
41-171-23717-JEF-7-31.02,41-14299-,23717,1-Opening Year,,2005,"9,290","10,080",790,8.50%,0.92
41-171-23717-JEF-7-31.02,41-14300-,23717,3-Design Year,,2017,"9,810","11,450","1,640",16.72%,0.86
41-172-23104-LOR-58-7.36,41-14301-,23104,1-Opening Year,,2005,"11,810","10,370","-1,440",-12.19%,1.14
41-172-23104-LOR-58-7.36,41-14302-,23104,3-Design Year,,2025,"12,030","12,110",80,0.67%,0.99
41-173-23903-POR-225-0.00,41-14303-,23903,1-Opening Year,,2005,"5,820","6,530",710,12.20%,0.89
41-173-23903-POR-225-0.00,41-14304-,23903,3-Design Year,,2025,"6,190","9,340","3,150",50.89%,0.66
41-174-23903-POR-225-0.00,41-14305-,23903,1-Opening Year,,2005,"3,290","2,360",-930,-28.27%,1.39
41-174-23903-POR-225-0.00,41-14306-,23903,3-Design Year,,2025,"2,680","2,920",240,8.96%,0.92
41-175-23903-POR-225-0.00,41-14307-,23903,1-Opening Year,,2005,"6,090","6,560",470,7.72%,0.93
41-175-23903-POR-225-0.00,41-14308-,23903,3-Design Year,,2025,"6,710","9,130","2,420",36.07%,0.73
41-176-75182-MIA-571-11.69,41-14309-,75182,1-Opening Year,,2005,"7,700","8,430",730,9.48%,0.91
41-176-75182-MIA-571-11.69,41-14310-,75182,3-Design Year,,2025,"6,970","10,040","3,070",44.05%,0.69
41-177-75182-MIA-571-11.69,41-14311-,75182,1-Opening Year,,2005,"6,480","9,230","2,750",42.44%,0.70
41-177-75182-MIA-571-11.69,41-14312-,75182,3-Design Year,,2025,"5,690","16,520","10,830",190.33%,0.34
41-178-76265-BEL-149-23.91,41-14313-,76265,1-Opening Year,,2005,"7,160","6,300",-860,-12.01%,1.14
41-178-76265-BEL-149-23.91,41-14314-,76265,3-Design Year,,2025,"6,840","8,750","1,910",27.92%,0.78
41-179-22219-GEA-86-0.00,41-14315-,22219,1-Opening Year,,2005,"4,000","4,060",60,1.50%,0.99
41-179-22219-GEA-86-0.00,41-14316-,22219,3-Design Year,,2025,"3,360","2,100","-1,260",-37.50%,1.60
41-180-22219-GEA-86-0.00,41-14317-,22219,1-Opening Year,,2005,"1,950","2,100",150,7.69%,0.93
41-180-22219-GEA-86-0.00,41-14318-,22219,3-Design Year,,2025,"1,950","2,940",990,50.77%,0.66
41-181-9247-LAK-90-0.54,41-14319-,9247,1-Opening Year,,2005,"79,300","95,718","16,418",20.70%,0.83
41-181-9247-LAK-90-0.54,41-14320-,9247,3-Design Year,,2025,"77,380","121,651","44,271",57.21%,0.64
41-182-22517-LUC-23-9.81R /LUC-75-10.90,41-14321-,22517,1-Opening Year,,2005,"61,910","73,940","12,030",19.43%,0.84
41-182-22517-LUC-23-9.81R /LUC-75-10.90,41-14322-,22517,3-Design Year,,2025,"58,680","86,180","27,500",46.86%,0.68
41-183--CUY-271-13.45,41-14323-,,1-Opening Year,,2005,"103,890","109,490","5,600",5.39%,0.95
41-183--CUY-271-13.45,41-14324-,,3-Design Year,,2025,"113,670","150,870","37,200",32.73%,0.75
41-184-21029-CUY-271 CEDAR/BRAINARD,41-14325-,21029,1-Opening Year,,2005,"98,060","130,900","32,840",33.49%,0.75
41-184-21029-CUY-271 CEDAR/BRAINARD,41-14326-,21029,3-Design Year,,2025,"96,100","140,300","44,200",45.99%,0.68
41-185-25713-FRA-70-10.63,41-14327-,25713,1-Opening Year,,2005,"73,350","70,110","-3,240",-4.42%,1.05
41-185-25713-FRA-70-10.63,41-14328-,25713,3-Design Year,,2025,"63,940","85,800","21,860",34.19%,0.75
41-186-25713-FRA-70-10.63,41-14329-,25713,1-Opening Year,,2005,"150,740","136,140","-14,600",-9.69%,1.11
41-186-25713-FRA-70-10.63,41-14330-,25713,3-Design Year,,2025,"122,460","162,880","40,420",33.01%,0.75
41-187-25714-FRA-70-7.94,41-14331-,25714,1-Opening Year,,2005,"132,380","104,000","-28,380",-21.44%,1.27
41-187-25714-FRA-70-7.94,41-14332-,25714,3-Design Year,,2025,"126,380","141,000","14,620",11.57%,0.90
41-188-22474-SUM-76-10.76/10.85,41-14333-,22474,1-Opening Year,,2005,"109,010","104,520","-4,490",-4.12%,1.04
41-188-22474-SUM-76-10.76/10.85,41-14334-,22474,3-Design Year,,2025,"103,590","125,000","21,410",20.67%,0.83
41-189-22484-MAH-680-4.14/6.28/6.37,41-14335-,22484,1-Opening Year,,2005,"52,440","53,670","1,230",2.35%,0.98
41-189-22484-MAH-680-4.14/6.28/6.37,41-14336-,22484,3-Design Year,,2025,"53,450","60,620","7,170",13.41%,0.88
41-190-22484-MAH-680-4.14/6.28/6.37,41-14337-,22484,1-Opening Year,,2005,"34,280","38,670","4,390",12.81%,0.89
41-190-22484-MAH-680-4.14/6.28/6.37,41-14338-,22484,3-Design Year,,2025,"35,730","43,690","7,960",22.28%,0.82
41-191-24441-MOT-75-6.16,41-14339-,24441,1-Opening Year,,2005,"102,780","97,990","-4,790",-4.66%,1.05
41-191-24441-MOT-75-6.16,41-14340-,24441,3-Design Year,,2025,"91,640","108,410","16,770",18.30%,0.85
41-192-24441-MOT-75-6.16,41-14341-,24441,1-Opening Year,,2005,"104,240","102,150","-2,090",-2.00%,1.02
41-192-24441-MOT-75-6.16,41-14342-,24441,3-Design Year,,2025,"92,640","111,310","18,670",20.15%,0.83
41-193-24441-MOT-75-6.16,41-14343-,24441,1-Opening Year,,2005,"105,090","102,480","-2,610",-2.48%,1.03
41-193-24441-MOT-75-6.16,41-14344-,24441,3-Design Year,,2025,"91,330","111,440","20,110",22.02%,0.82
41-194-24441-MOT-75-6.16,41-14345-,24441,1-Opening Year,,2005,"128,670","125,470","-3,200",-2.49%,1.03
41-194-24441-MOT-75-6.16,41-14346-,24441,3-Design Year,,2025,"113,330","135,180","21,850",19.28%,0.84
41-195-21581-BEL-70-19.17,41-14347-,21581,1-Opening Year,,2005,"53,370","56,490","3,120",5.85%,0.94
41-195-21581-BEL-70-19.17,41-14348-,21581,3-Design Year,,2017,"49,650","63,780","14,130",28.46%,0.78
41-196-21581-BEL-70-19.17,41-14349-,21581,1-Opening Year,,2005,"33,750","33,790",40,0.12%,1.00
41-196-21581-BEL-70-19.17,41-14350-,21581,3-Design Year,,2017,"24,490","42,510","18,020",73.58%,0.58
41-197-75764-LAW-52-15.41,41-14351-,75764,1-Opening Year,,2005,"25,070","22,540","-2,530",-10.09%,1.11
41-197-75764-LAW-52-15.41,41-14352-,75764,3-Design Year,,2025,"24,390","29,020","4,630",18.98%,0.84
41-198-75764-LAW-52-15.41,41-14353-,75764,1-Opening Year,,2005,"25,070","22,740","-2,330",-9.29%,1.10
41-198-75764-LAW-52-15.41,41-14354-,75764,3-Design Year,,2025,"24,390","29,240","4,850",19.89%,0.83
41-199-19503-JEF-7-4.61,41-14355-,19503,1-Opening Year,,2005,"14,210","17,270","3,060",21.53%,0.82
41-199-19503-JEF-7-4.61,41-14356-,19503,3-Design Year,,2017,"14,230","19,550","5,320",37.39%,0.73
41-200--CUY-271-13.45,41-14357-,,1-Opening Year,,2005,"27,710","37,800","10,090",36.41%,0.73
41-200--CUY-271-13.45,41-14358-,,3-Design Year,,2025,"26,070","47,450","21,380",82.01%,0.55
41-201-22080-LOR-611-5.66,41-14359-,22080,1-Opening Year,,2005,"12,890","19,500","6,610",51.28%,0.66
41-201-22080-LOR-611-5.66,41-14360-,22080,3-Design Year,,2025,"11,820","23,300","11,480",97.12%,0.51
41-202-21145-CLE-125-7.14,41-14361-,21145,1-Opening Year,,2005,"23,740","24,410",670,2.82%,0.97
41-202-21145-CLE-125-7.14,41-14362-,21145,3-Design Year,,2025,"23,740","29,030","5,290",22.28%,0.82
41-203-9247-LAK-90-0.54,41-14363-,9247,1-Opening Year,,2005,"16,080","24,207","8,127",50.54%,0.66
41-203-9247-LAK-90-0.54,41-14364-,9247,3-Design Year,,2025,"20,500","30,925","10,425",50.85%,0.66
41-204-21785-CUY-20-8.47,41-14365-,21785,1-Opening Year,,2005,"12,810","14,080","1,270",9.91%,0.91
41-204-21785-CUY-20-8.47,41-14366-,21785,3-Design Year,,2025,"12,340","17,060","4,720",38.25%,0.72
41-205-14940-LAK-283-9.43,41-14367-,14940,1-Opening Year,,2005,"11,670","10,280","-1,390",-11.91%,1.14
41-205-14940-LAK-283-9.43,41-14368-,14940,3-Design Year,,2025,"13,270","12,340",-930,-7.01%,1.08
41-206-16577-FRA-104-1.24,41-14369-,16577,1-Opening Year,,2005,"8,970","10,030","1,060",11.82%,0.89
41-206-16577-FRA-104-1.24,41-14370-,16577,3-Design Year,,2025,"10,870","12,440","1,570",14.44%,0.87
41-207-16577-FRA-104-1.24,41-14371-,16577,1-Opening Year,,2005,"6,490","6,740",250,3.85%,0.96
41-207-16577-FRA-104-1.24,41-14372-,16577,3-Design Year,,2025,"5,730","16,420","10,690",186.56%,0.35
41-208-16577-FRA-104-1.24,41-14373-,16577,1-Opening Year,,2005,"6,040","5,150",-890,-14.74%,1.17
41-208-16577-FRA-104-1.24,41-14374-,16577,3-Design Year,,2025,"4,030","8,740","4,710",116.87%,0.46
41-209-23030-CLA-40-15.86,41-14375-,23030,1-Opening Year,,2005,"12,000","30,320","18,320",152.67%,0.40
41-209-23030-CLA-40-15.86,41-14376-,23030,3-Design Year,,2025,"15,110","31,670","16,560",109.60%,0.48
41-210-16577-FRA-104-1.24,41-14377-,16577,1-Opening Year,,2005,"7,610","9,260","1,650",21.68%,0.82
41-210-16577-FRA-104-1.24,41-14378-,16577,3-Design Year,,2025,"7,190","16,500","9,310",129.49%,0.44
41-211-75859-WAS-676-24.01,41-14379-,75859,1-Opening Year,,2005,"2,750","2,990",240,8.73%,0.92
41-211-75859-WAS-676-24.01,41-14380-,75859,3-Design Year,,2025,"3,590","3,750",160,4.46%,0.96
41-212-23716-COL-11-21.08,41-14381-,23716,1-Opening Year,,2005,"11,710","12,560",850,7.26%,0.93
41-212-23716-COL-11-21.08,41-14382-,23716,3-Design Year,,2017,"10,970","15,880","4,910",44.76%,0.69
41-213-23587-ASD-0250-00.00,41-14383-,23587,1-Opening Year,,2005,"3,850","6,340","2,490",64.68%,0.61
41-213-23587-ASD-0250-00.00,41-14384-,23587,3-Design Year,,2017,"3,990","7,590","3,600",90.23%,0.53
41-214-23576-RIC-0039-05.84,41-14385-,23576,1-Opening Year,,2005,"11,610","11,930",320,2.76%,0.97
41-214-23576-RIC-0039-05.84,41-14386-,23576,3-Design Year,,2017,"13,640","12,680",-960,-7.04%,1.08
41-215-10914-CLE-275-10.98,41-14387-,10914,1-Opening Year,,2005,"75,310","73,040","-2,270",-3.01%,1.03
41-215-10914-CLE-275-10.98,41-14388-,10914,3-Design Year,,2025,"75,310","84,780","9,470",12.57%,0.89
41-216-10914-CLE-275-10.98,41-14389-,10914,1-Opening Year,,2005,"72,880","72,910",30,0.04%,1.00
41-216-10914-CLE-275-10.98,41-14390-,10914,3-Design Year,,2025,"72,880","85,330","12,450",17.08%,0.85
41-217-10914-CLE-275-10.98,41-14391-,10914,1-Opening Year,,2005,"65,950","68,810","2,860",4.34%,0.96
41-217-10914-CLE-275-10.98,41-14392-,10914,3-Design Year,,2025,"65,950","80,530","14,580",22.11%,0.82
41-218-10914-CLE-275-10.98,41-14393-,10914,1-Opening Year,,2005,"57,050","62,360","5,310",9.31%,0.91
41-218-10914-CLE-275-10.98,41-14394-,10914,3-Design Year,,2025,"57,050","72,980","15,930",27.92%,0.78
41-219-18702-SUM-0077-08.86,41-14395-,18702,1-Opening Year,,2005,"103,690","89,090","-14,600",-14.08%,1.16
41-219-18702-SUM-0077-08.86,41-14396-,18702,3-Design Year,,2025,"101,580","104,420","2,840",2.80%,0.97
41-220-75869-MOT-75-14.36,41-14397-,75869,1-Opening Year,,2005,"107,210","104,800","-2,410",-2.25%,1.02
41-220-75869-MOT-75-14.36,41-14398-,75869,3-Design Year,,2025,"88,050","123,500","35,450",40.26%,0.71
41-221-75869-MOT-75-14.36,41-14399-,75869,1-Opening Year,,2005,"107,060","92,700","-14,360",-13.41%,1.15
41-221-75869-MOT-75-14.36,41-14400-,75869,3-Design Year,,2025,"89,580","122,300","32,720",36.53%,0.73
41-222-75869-MOT-75-14.36,41-14401-,75869,1-Opening Year,,2005,"107,060","96,000","-11,060",-10.33%,1.12
41-222-75869-MOT-75-14.36,41-14402-,75869,3-Design Year,,2025,"89,580","126,000","36,420",40.66%,0.71
41-223-75869-MOT-75-14.36,41-14403-,75869,1-Opening Year,,2005,"99,300","83,800","-15,500",-15.61%,1.18
41-223-75869-MOT-75-14.36,41-14404-,75869,3-Design Year,,2025,"88,530","113,600","25,070",28.32%,0.78
41-224-76674-LUC-75-7.83-Paint-Noisewalls,41-14405-,76674,1-Opening Year,,2005,"71,720","88,200","16,480",22.98%,0.81
41-224-76674-LUC-75-7.83-Paint-Noisewalls,41-14406-,76674,3-Design Year,,2025,"64,800","109,500","44,700",68.98%,0.59
