AdjustedForecast,BriefDescription,Count,County,ForecastMethodology,ForecastYear,ForecastYearType,FunctionalClass,ImprovementType,InternalProjectID,Length_miles,SegmentDescription,SegmentID,State,TollType,TrafficForecast,YearForecastProduced,Year_ofObservation,main_ProjectInformation_ProjectID,main_TrafficForecast_ProjectID,Error,PercentError,AbsPE
4900,,4400,Door,4,2009,1,5,12,2840,,,,58,1,4900,2008,2009,58-6429-2840-,6429,-500,-10.20408163,10.20408163
5500,,5900,Door,4,2009,1,4,12,2840,,,,58,1,5500,2008,2009,58-6430-2840-,6430,400,7.272727273,7.272727273
4400,,4700,Door,4,2009,1,5,12,2840,,,,58,1,4400,2008,2009,58-6431-2840-,6431,300,6.818181818,6.818181818
2000,,2200,Door,4,2009,1,4,12,2840,,,,58,1,2000,2008,2009,58-6432-2840-,6432,200,10,10
2700,,2500,Door,4,2009,1,4,12,2840,,,,58,1,2700,2008,2009,58-6433-2840-,6433,-200,-7.407407407,7.407407407
13000,,14000,Door,4,2009,1,3,12,2649,,,,58,1,13000,2008,2009,58-6434-2649-,6434,1000,7.692307692,7.692307692
1100,,600,Douglas,1,2007,1,5,12,2391,,,,58,1,1100,2007,2007,58-6435-2391-,6435,-500,-45.45454545,45.45454545
8600,,5200,Douglas,4,2010,1,8,12,3394,,,,58,1,8600,2010,2010,58-6436-3394-,6436,-3400,-39.53488372,39.53488372
22500,,17600,Douglas,4,2010,1,1,12,3394,,,,58,1,22500,2010,2010,58-6437-3394-,6437,-4900,-21.77777778,21.77777778
8000,,5200,Douglas,4,2010,1,8,12,3394,,,,58,1,8000,2010,2010,58-6438-3394-,6438,-2800,-35,35
5900,,4300,Douglas,4,2010,1,8,12,3394,,,,58,1,5900,2010,2010,58-6439-3394-,6439,-1600,-27.11864407,27.11864407
1700,,1000,Douglas,4,2010,1,8,12,3394,,,,58,1,1700,2010,2010,58-6440-3394-,6440,-700,-41.17647059,41.17647059
1600,,1000,Douglas,4,2010,1,8,12,3394,,,,58,1,1600,2010,2010,58-6441-3394-,6441,-600,-37.5,37.5
11600,,9900,Douglas,4,2010,1,8,12,3394,,,,58,1,11600,2010,2010,58-6442-3394-,6442,-1700,-14.65517241,14.65517241
5600,,4900,Douglas,4,2010,1,3,12,3394,,,,58,1,5600,2010,2010,58-6443-3394-,6443,-700,-12.5,12.5
2000,,1700,Douglas,4,2010,1,8,12,3394,,,,58,1,2000,2010,2010,58-6444-3394-,6444,-300,-15,15
17600,,16900,Douglas,4,2010,1,3,12,3394,,,,58,1,17600,2010,2010,58-6445-3394-,6445,-700,-3.977272727,3.977272727
16400,,13600,Douglas,4,2010,1,3,12,2368,,,,58,1,16400,2007,2010,58-6446-2368-,6446,-2800,-17.07317073,17.07317073
23000,,20400,Douglas,4,2010,1,3,12,2369,,,,58,1,23000,2007,2010,58-6447-2369-,6447,-2600,-11.30434783,11.30434783
14600,,13200,Douglas,4,2010,1,3,12,2368,,,,58,1,14600,2007,2010,58-6448-2368-,6448,-1400,-9.589041096,9.589041096
6300,,6000,Douglas,4,2010,1,4,12,2369,,,,58,1,6300,2007,2010,58-6449-2369-,6449,-300,-4.761904762,4.761904762
39000,,31700,Dunn,1,2010,1,1,12,1939,,,,58,1,39000,2005,2010,58-6450-1939-,6450,-7300,-18.71794872,18.71794872
36400,,32200,Dunn,1,2010,1,1,12,1939,,,,58,1,36400,2005,2010,58-6451-1939-,6451,-4200,-11.53846154,11.53846154
35000,,31400,Dunn,1,2010,1,1,12,1939,,,,58,1,35000,2005,2010,58-6452-1939-,6452,-3600,-10.28571429,10.28571429
38400,,35100,Dunn,1,2010,1,1,12,1939,,,,58,1,38400,2005,2010,58-6453-1939-,6453,-3300,-8.59375,8.59375
37500,,31700,Dunn,1,2010,1,1,12,2833,,,,58,1,37500,2008,2010,58-6454-2833-,6454,-5800,-15.46666667,15.46666667
35100,,32200,Dunn,1,2010,1,1,12,2833,,,,58,1,35100,2008,2010,58-6455-2833-,6455,-2900,-8.262108262,8.262108262
37600,,35100,Dunn,1,2010,1,1,12,2833,,,,58,1,37600,2008,2010,58-6456-2833-,6456,-2500,-6.64893617,6.64893617
31800,,31400,Dunn,1,2010,1,1,12,2833,,,,58,1,31800,2008,2010,58-6457-2833-,6457,-400,-1.257861635,1.257861635
2450,,1700,Eau Claire,4,2008,1,4,12,2381,,,,58,1,2450,2007,2008,58-6458-2381-,6458,-750,-30.6122449,30.6122449
1550,,1250,Eau Claire,4,2008,1,4,12,2381,,,,58,1,1550,2007,2008,58-6459-2381-,6459,-300,-19.35483871,19.35483871
750,,550,Florence,1,2009,1,4,12,2729,,,,58,1,750,2008,2009,58-6460-2729-,6460,-200,-26.66666667,26.66666667
800,,690,Florence,1,2009,1,4,12,2729,,,,58,1,800,2008,2009,58-6461-2729-,6461,-110,-13.75,13.75
15000,,9700,Fond du Lac,4,2011,1,4,12,2834,,,,58,1,15000,2008,2011,58-6462-2834-,6462,-5300,-35.33333333,35.33333333
3000,,2900,Forest,1,2006,1,3,12,2156,,,,58,1,3000,2006,2006,58-6463-2156-,6463,-100,-3.333333333,3.333333333
170,,130,Forest,1,2009,1,5,12,3490,,,,58,1,170,2008,2009,58-6464-3490-,6464,-40,-23.52941176,23.52941176
790,,700,Grant,1,2010,1,5,12,3202,,,,58,1,790,2009,2010,58-6465-3202-,6465,-90,-11.39240506,11.39240506
9300,,7300,Green,1,2010,1,3,12,3456,,,,58,1,9300,2010,2010,58-6466-3456-,6466,-2000,-21.50537634,21.50537634
8600,,6700,Green,1,2010,1,3,12,3456,,,,58,1,8600,2010,2010,58-6467-3456-,6467,-1900,-22.09302326,22.09302326
8450,,6700,Green,1,2010,1,3,12,3456,,,,58,1,8450,2010,2010,58-6468-3456-,6468,-1750,-20.71005917,20.71005917
7300,,5700,Green,1,2010,1,3,12,3456,,,,58,1,7300,2010,2010,58-6469-3456-,6469,-1600,-21.91780822,21.91780822
5600,,4300,Green,1,2010,1,3,12,3456,,,,58,1,5600,2010,2010,58-6470-3456-,6470,-1300,-23.21428571,23.21428571
7200,,6100,Green,1,2010,1,3,12,3456,,,,58,1,7200,2010,2010,58-6471-3456-,6471,-1100,-15.27777778,15.27777778
7550,,6500,Green,1,2010,1,3,12,3456,,,,58,1,7550,2010,2010,58-6472-3456-,6472,-1050,-13.90728477,13.90728477
7200,,6300,Green,1,2010,1,3,12,3456,,,,58,1,7200,2010,2010,58-6473-3456-,6473,-900,-12.5,12.5
2800,,2300,Green,1,2010,1,3,12,3456,,,,58,1,2800,2010,2010,58-6474-3456-,6474,-500,-17.85714286,17.85714286
9500,,8700,Green,1,2010,1,3,12,3456,,,,58,1,9500,2010,2010,58-6475-3456-,6475,-800,-8.421052632,8.421052632
2800,,2400,Green,1,2010,1,4,12,3456,,,,58,1,2800,2010,2010,58-6476-3456-,6476,-400,-14.28571429,14.28571429
7200,,7100,Green,1,2010,1,3,12,3456,,,,58,1,7200,2010,2010,58-6477-3456-,6477,-100,-1.388888889,1.388888889
3000,,3000,Green,1,2010,1,4,12,3456,,,,58,1,3000,2010,2010,58-6478-3456-,6478,0,0,0
6900,,6900,Green,1,2010,1,3,12,3456,,,,58,1,6900,2010,2010,58-6479-3456-,6479,0,0,0
2300,,2700,Green Lake,1,2011,1,4,12,3231,,,,58,1,2300,2009,2011,58-6480-3231-,6480,400,17.39130435,17.39130435
2950,,3400,Green Lake,1,2011,1,4,12,3231,,,,58,1,2950,2009,2011,58-6481-3231-,6481,450,15.25423729,15.25423729
1350,,1600,Green Lake,1,2011,1,4,12,3231,,,,58,1,1350,2009,2011,58-6482-3231-,6482,250,18.51851852,18.51851852
2300,,2600,Green Lake,1,2011,1,4,12,3231,,,,58,1,2300,2009,2011,58-6483-3231-,6483,300,13.04347826,13.04347826
2100,,2000,Green Lake,1,2011,1,5,12,3231,,,,58,1,2100,2009,2011,58-6484-3231-,6484,-100,-4.761904762,4.761904762
10100,,8700,Iowa,1,2006,1,3,12,1905,,,,58,1,10100,2005,2006,58-6485-1905-,6485,-1400,-13.86138614,13.86138614
780,,870,Iowa,1,2009,1,5,12,2717,,,,58,1,780,2008,2009,58-6486-2717-,6486,90,11.53846154,11.53846154
2600,,2700,Iowa,1,2006,1,5,12,1905,,,,58,1,2600,2005,2006,58-6487-1905-,6487,100,3.846153846,3.846153846
2500,,2600,Iron,1,2010,1,3,12,3493,,,,58,1,2500,2008,2010,58-6488-3493-,6488,100,4,4
4300,,3800,Jackson,1,2010,1,4,12,2523,,,,58,1,4300,2007,2010,58-6489-2523-,6489,-500,-11.62790698,11.62790698
5500,,4000,Jefferson,1,2009,1,4,12,2261,,,,58,1,5500,2003,2009,58-6490-2261-,6490,-1500,-27.27272727,27.27272727
5000,,5700,Jefferson,1,2009,1,4,12,2261,,,,58,1,5000,2003,2009,58-6491-2261-,6491,700,14,14
1500,,1400,La Crosse,1,2011,1,5,12,3507,,,,58,1,1500,2010,2011,58-6492-3507-,6492,-100,-6.666666667,6.666666667
37700,,40700,La Crosse,4,2011,1,1,12,3278,,,,58,1,37700,2010,2011,58-6493-3278-,6493,3000,7.957559682,7.957559682
31100,,33400,La Crosse,4,2011,1,1,12,3278,,,,58,1,31100,2010,2011,58-6494-3278-,6494,2300,7.395498392,7.395498392
30600,,31700,La Crosse,4,2011,1,1,12,3278,,,,58,1,30600,2010,2011,58-6495-3278-,6495,1100,3.594771242,3.594771242
24200,,24800,La Crosse,4,2011,1,1,12,3278,,,,58,1,24200,2010,2011,58-6496-3278-,6496,600,2.479338843,2.479338843
5300,,3700,La Crosse,4,2011,1,5,12,3366,,,,58,1,5300,2010,2011,58-6497-3366-,6497,-1600,-30.18867925,30.18867925
14200,,12500,La Crosse,4,2011,1,4,12,3082,,,,58,1,14200,2009,2011,58-6498-3082-,6498,-1700,-11.97183099,11.97183099
2200,,2000,La Crosse,4,2011,1,5,12,3082,,,,58,1,2200,2009,2011,58-6499-3082-,6499,-200,-9.090909091,9.090909091
14250,,11800,Manitowoc,4,2011,1,3,12,2465,,,,58,1,14250,2007,2011,58-6500-2465-,6500,-2450,-17.19298246,17.19298246
7100,,5700,Manitowoc,4,2011,1,3,12,2464,,,,58,1,7100,2007,2011,58-6501-2464-,6501,-1400,-19.71830986,19.71830986
4700,,3800,Manitowoc,4,2011,1,3,12,2465,,,,58,1,4700,2007,2011,58-6502-2465-,6502,-900,-19.14893617,19.14893617
3900,,4500,Manitowoc,4,2011,1,4,12,1986,,,,58,1,3900,2007,2011,58-6503-1986-,6503,600,15.38461538,15.38461538
4850,,5100,Manitowoc,4,2011,1,4,12,1986,,,,58,1,4850,2007,2011,58-6504-1986-,6504,250,5.154639175,5.154639175
7350,,7400,Manitowoc,4,2011,1,4,12,2465,,,,58,1,7350,2007,2011,58-6505-2465-,6505,50,0.680272109,0.680272109
4800,,2500,Manitowoc,4,2011,1,5,12,3364,,,,58,1,4800,2010,2011,58-6506-3364-,6506,-2300,-47.91666667,47.91666667
2900,,1300,Manitowoc,4,2008,1,4,12,1864,,,,58,1,2900,2005,2008,58-6507-1864-,6507,-1600,-55.17241379,55.17241379
2200,,1700,Manitowoc,4,2011,1,4,12,3512,,,,58,1,2200,2010,2011,58-6508-3512-,6508,-500,-22.72727273,22.72727273
4100,,3800,Manitowoc,4,2011,1,3,12,3512,,,,58,1,4100,2010,2011,58-6509-3512-,6509,-300,-7.317073171,7.317073171
2050,,2200,Manitowoc,4,2011,1,4,12,3512,,,,58,1,2050,2010,2011,58-6510-3512-,6510,150,7.317073171,7.317073171
2370,,2500,Manitowoc,4,2011,1,4,12,3512,,,,58,1,2370,2010,2011,58-6511-3512-,6511,130,5.485232068,5.485232068
2100,,2200,Manitowoc,4,2011,1,4,12,3512,,,,58,1,2100,2010,2011,58-6512-3512-,6512,100,4.761904762,4.761904762
18000,,14000,Marathon,4,2010,1,3,12,3434,,,,58,1,18000,2010,2010,58-6513-3434-,6513,-4000,-22.22222222,22.22222222
15500,,12600,Marathon,4,2010,1,3,12,3434,,,,58,1,15500,2010,2010,58-6514-3434-,6514,-2900,-18.70967742,18.70967742
2800,,2000,Marathon,4,2010,1,4,12,2154,,,,58,1,2800,2006,2010,58-6515-2154-,6515,-800,-28.57142857,28.57142857
18300,,16400,Marathon,4,2010,1,3,12,2963,,,,58,1,18300,2009,2010,58-6516-2963-,6516,-1900,-10.38251366,10.38251366
760,,430,Marathon,4,2010,1,5,12,2154,,,,58,1,760,2006,2010,58-6517-2154-,6517,-330,-43.42105263,43.42105263
6600,,5600,Marathon,4,2010,1,4,12,3384,,,,58,1,6600,2010,2010,58-6518-3384-,6518,-1000,-15.15151515,15.15151515
2700,,2400,Marathon,4,2010,1,4,12,2154,,,,58,1,2700,2006,2010,58-6519-2154-,6519,-300,-11.11111111,11.11111111
8000,,8500,Marathon,4,2010,1,5,12,2963,,,,58,1,8000,2009,2010,58-6520-2963-,6520,500,6.25,6.25
850,,990,Marathon,4,2007,1,5,12,2298,,,,58,1,850,2006,2007,58-6521-2298-,6521,140,16.47058824,16.47058824
18800,,18300,Marathon,4,2010,1,3,12,2963,,,,58,1,18800,2009,2010,58-6522-2963-,6522,-500,-2.659574468,2.659574468
820,,750,Marathon,4,2010,1,5,12,2154,,,,58,1,820,2006,2010,58-6523-2154-,6523,-70,-8.536585366,8.536585366
2800,,2800,Marathon,4,2010,1,5,12,2963,,,,58,1,2800,2009,2010,58-6524-2963-,6524,0,0,0
1250,,1250,Marathon,4,2010,1,4,12,3434,,,,58,1,1250,2010,2010,58-6525-3434-,6525,0,0,0
2150,,1800,Marathon,4,2010,1,4,12,2891,,,,58,1,2150,2008,2010,58-6526-2891-,6526,-350,-16.27906977,16.27906977
3100,,3400,Marathon,4,2010,1,4,12,2891,,,,58,1,3100,2008,2010,58-6527-2891-,6527,300,9.677419355,9.677419355
4900,,3200,Monroe,1,2011,1,3,12,1760,,,,58,1,4900,2007,2011,58-6528-1760-,6528,-1700,-34.69387755,34.69387755
11500,,9200,Monroe,1,2011,1,3,12,1760,,,,58,1,11500,2007,2011,58-6529-1760-,6529,-2300,-20,20
13950,,11500,Monroe,1,2011,1,3,12,1760,,,,58,1,13950,2007,2011,58-6530-1760-,6530,-2450,-17.56272401,17.56272401
4100,,2900,Monroe,1,2011,1,3,12,1760,,,,58,1,4100,2007,2011,58-6531-1760-,6531,-1200,-29.26829268,29.26829268
7100,,5500,Monroe,1,2011,1,3,12,1760,,,,58,1,7100,2007,2011,58-6532-1760-,6532,-1600,-22.53521127,22.53521127
40200,,33100,Monroe,1,2008,1,1,12,2017,,,,58,1,40200,2005,2008,58-6533-2017-,6533,-7100,-17.66169154,17.66169154
37600,,32400,Monroe,1,2008,1,1,12,2017,,,,58,1,37600,2005,2008,58-6534-2017-,6534,-5200,-13.82978723,13.82978723
31400,,26900,Monroe,1,2008,1,1,12,2017,,,,58,1,31400,2005,2008,58-6535-2017-,6535,-4500,-14.33121019,14.33121019
2800,,1200,Monroe,1,2011,1,4,12,3073,,,,58,1,2800,2009,2011,58-6536-3073-,6536,-1600,-57.14285714,57.14285714
29200,,27100,Oconto,1,2009,1,3,12,2329,,,,58,1,29200,2006,2009,58-6537-2329-,6537,-2100,-7.191780822,7.191780822
25400,,25700,Oconto,1,2009,1,3,12,2329,,,,58,1,25400,2006,2009,58-6538-2329-,6538,300,1.181102362,1.181102362
26600,,26300,Oconto,1,2009,1,3,12,2329,,,,58,1,26600,2006,2009,58-6539-2329-,6539,-300,-1.127819549,1.127819549
26700,,17800,Oneida,1,2009,1,3,12,2417,,,,58,1,26700,2007,2009,58-6540-2417-,6540,-8900,-33.33333333,33.33333333
15400,,13300,Oneida,1,2009,1,3,12,2417,,,,58,1,15400,2007,2009,58-6541-2417-,6541,-2100,-13.63636364,13.63636364
9800,,8700,Oneida,1,2009,1,3,12,2417,,,,58,1,9800,2007,2009,58-6542-2417-,6542,-1100,-11.2244898,11.2244898
10900,,11500,Oneida,1,2009,1,3,12,2417,,,,58,1,10900,2007,2009,58-6543-2417-,6543,600,5.504587156,5.504587156
2700,,1600,Oneida,1,2009,1,5,12,2764,,,,58,1,2700,2008,2009,58-6544-2764-,6544,-1100,-40.74074074,40.74074074
15000,,12500,Oneida,1,2006,1,4,12,2035,,,,58,1,15000,2005,2006,58-6545-2035-,6545,-2500,-16.66666667,16.66666667
950,,600,Oneida,1,2009,1,5,12,2764,,,,58,1,950,2008,2009,58-6546-2764-,6546,-350,-36.84210526,36.84210526
7400,,6500,Oneida,1,2006,1,3,12,2004,,,,58,1,7400,2005,2006,58-6547-2004-,6547,-900,-12.16216216,12.16216216
570,,370,Oneida,1,2009,1,5,12,2764,,,,58,1,570,2008,2009,58-6548-2764-,6548,-200,-35.0877193,35.0877193
6900,,6300,Oneida,1,2006,1,3,12,2005,,,,58,1,6900,2005,2006,58-6549-2005-,6549,-600,-8.695652174,8.695652174
8300,,8000,Oneida,1,2006,1,3,12,2005,,,,58,1,8300,2005,2006,58-6550-2005-,6550,-300,-3.614457831,3.614457831
5700,,5900,Oneida,1,2006,1,3,12,2005,,,,58,1,5700,2005,2006,58-6551-2005-,6551,200,3.50877193,3.50877193
5800,,4900,Oneida,1,2009,1,4,12,2726,,,,58,1,5800,2008,2009,58-6552-2726-,6552,-900,-15.51724138,15.51724138
5800,,5400,Oneida,1,2009,1,3,12,3489,,,,58,1,5800,2008,2009,58-6553-3489-,6553,-400,-6.896551724,6.896551724
4000,,4300,Oneida,1,2009,1,3,12,3489,,,,58,1,4000,2008,2009,58-6554-3489-,6554,300,7.5,7.5
7400,,5400,Outagamie,4,2010,1,3,12,2138,,,,58,1,7400,2007,2010,58-6555-2138-,6555,-2000,-27.02702703,27.02702703
8100,,6100,Outagamie,4,2010,1,3,12,2138,,,,58,1,8100,2007,2010,58-6556-2138-,6556,-2000,-24.69135802,24.69135802
9200,,8100,Outagamie,4,2010,1,3,12,2138,,,,58,1,9200,2007,2010,58-6557-2138-,6557,-1100,-11.95652174,11.95652174
23600,,16400,Outagamie,4,2010,1,3,12,1990,,,,58,1,23600,2005,2010,58-6558-1990-,6558,-7200,-30.50847458,30.50847458
21300,,15200,Outagamie,4,2010,1,3,12,1990,,,,58,1,21300,2005,2010,58-6559-1990-,6559,-6100,-28.63849765,28.63849765
21000,,15400,Outagamie,4,2010,1,3,12,1990,,,,58,1,21000,2005,2010,58-6560-1990-,6560,-5600,-26.66666667,26.66666667
14200,,10600,Outagamie,4,2010,1,3,12,1990,,,,58,1,14200,2005,2010,58-6561-1990-,6561,-3600,-25.35211268,25.35211268
19700,,17100,Outagamie,4,2010,1,3,12,2962,,,,58,1,19700,2009,2010,58-6562-2962-,6562,-2600,-13.19796954,13.19796954
65500,,60700,Outagamie,4,2010,1,3,12,2962,,,,58,1,65500,2009,2010,58-6563-2962-,6563,-4800,-7.328244275,7.328244275
60200,,56100,Outagamie,4,2010,1,3,12,2962,,,,58,1,60200,2009,2010,58-6564-2962-,6564,-4100,-6.810631229,6.810631229
19300,,20000,Outagamie,4,2007,1,3,12,2341,,,,58,1,19300,2006,2007,58-6565-2341-,6565,700,3.626943005,3.626943005
17000,,16500,Outagamie,4,2007,1,3,12,2341,,,,58,1,17000,2006,2007,58-6566-2341-,6566,-500,-2.941176471,2.941176471
13000,,12600,Outagamie,4,2010,1,3,12,2962,,,,58,1,13000,2009,2010,58-6567-2962-,6567,-400,-3.076923077,3.076923077
10500,,10400,Outagamie,4,2007,1,4,12,2341,,,,58,1,10500,2006,2007,58-6568-2341-,6568,-100,-0.952380952,0.952380952
26400,,19200,Outagamie,4,2010,1,3,12,3362,,,,58,1,26400,2010,2010,58-6569-3362-,6569,-7200,-27.27272727,27.27272727
27100,,22000,Outagamie,4,2010,1,3,12,3362,,,,58,1,27100,2010,2010,58-6570-3362-,6570,-5100,-18.81918819,18.81918819
8000,,5800,Outagamie,4,2010,1,4,12,2458,,,,58,1,8000,2007,2010,58-6571-2458-,6571,-2200,-27.5,27.5
42000,,45200,Outagamie,4,2010,1,3,12,2458,,,,58,1,42000,2007,2010,58-6572-2458-,6572,3200,7.619047619,7.619047619
45000,,43700,Outagamie,4,2010,1,3,12,2458,,,,58,1,45000,2007,2010,58-6573-2458-,6573,-1300,-2.888888889,2.888888889
9800,,10000,Outagamie,4,2010,1,4,12,3362,,,,58,1,9800,2010,2010,58-6574-3362-,6574,200,2.040816327,2.040816327
13700,,9800,Outagamie,4,2010,1,3,12,2923,,,,58,1,13700,2009,2010,58-6575-2923-,6575,-3900,-28.46715328,28.46715328
9100,,6400,Outagamie,4,2010,1,3,12,2923,,,,58,1,9100,2009,2010,58-6576-2923-,6576,-2700,-29.67032967,29.67032967
15200,,11800,Outagamie,4,2010,1,3,12,2923,,,,58,1,15200,2009,2010,58-6577-2923-,6577,-3400,-22.36842105,22.36842105
8700,,6900,Outagamie,4,2010,1,4,12,2923,,,,58,1,8700,2009,2010,58-6578-2923-,6578,-1800,-20.68965517,20.68965517
2500,,2900,Pierce,1,2009,1,4,12,2372,,,,58,1,2500,2006,2009,58-6579-2372-,6579,400,16,16
1500,,1500,Pierce,1,2009,1,4,12,2372,,,,58,1,1500,2006,2009,58-6580-2372-,6580,0,0,0
4600,,3700,Polk,1,2006,1,4,12,2006,,,,58,1,4600,2005,2006,58-6581-2006-,6581,-900,-19.56521739,19.56521739
1750,,1900,Polk,1,2006,1,4,12,2006,,,,58,1,1750,2005,2006,58-6582-2006-,6582,150,8.571428571,8.571428571
2050,,1900,Polk,1,2006,1,4,12,2006,,,,58,1,2050,2005,2006,58-6583-2006-,6583,-150,-7.317073171,7.317073171
3200,,3100,Polk,1,2006,1,4,12,2006,,,,58,1,3200,2005,2006,58-6584-2006-,6584,-100,-3.125,3.125
16700,,16600,Polk,1,2009,1,3,12,2653,,,,58,1,16700,2008,2009,58-6585-2653-,6585,-100,-0.598802395,0.598802395
11600,,13700,Portage,4,2011,1,4,12,2926,,,,58,1,11600,2009,2011,58-6586-2926-,6586,2100,18.10344828,18.10344828
9000,,7500,Portage,4,2011,1,4,12,2926,,,,58,1,9000,2009,2011,58-6587-2926-,6587,-1500,-16.66666667,16.66666667
7400,,6300,Portage,4,2011,1,5,12,2926,,,,58,1,7400,2009,2011,58-6588-2926-,6588,-1100,-14.86486486,14.86486486
8800,,9500,Portage,4,2011,1,4,12,2926,,,,58,1,8800,2009,2011,58-6589-2926-,6589,700,7.954545455,7.954545455
2300,,1300,Portage,4,2011,1,5,12,3317,,,,58,1,2300,2010,2011,58-6590-3317-,6590,-1000,-43.47826087,43.47826087
15350,,13600,Portage,4,2011,1,3,12,3317,,,,58,1,15350,2010,2011,58-6591-3317-,6591,-1750,-11.40065147,11.40065147
15100,,13600,Portage,4,2011,1,3,12,3317,,,,58,1,15100,2010,2011,58-6592-3317-,6592,-1500,-9.933774834,9.933774834
16400,,12400,Rock,4,2010,1,3,12,3456,,,,58,1,16400,2010,2010,58-6593-3456-,6593,-4000,-24.3902439,24.3902439
6700,,4500,Rock,4,2010,1,3,12,3456,,,,58,1,6700,2010,2010,58-6594-3456-,6594,-2200,-32.8358209,32.8358209
51300,,45700,Rock,4,2010,1,1,12,3456,,,,58,1,51300,2010,2010,58-6595-3456-,6595,-5600,-10.91617934,10.91617934
11900,,9600,Rock,4,2010,1,3,12,3456,,,,58,1,11900,2010,2010,58-6596-3456-,6596,-2300,-19.32773109,19.32773109
6100,,4800,Rock,4,2010,1,3,12,3456,,,,58,1,6100,2010,2010,58-6597-3456-,6597,-1300,-21.31147541,21.31147541
5000,,4000,Rock,4,2010,1,3,12,3456,,,,58,1,5000,2010,2010,58-6598-3456-,6598,-1000,-20,20
5000,,4000,Rock,4,2010,1,3,12,3456,,,,58,1,5000,2010,2010,58-6599-3456-,6599,-1000,-20,20
2800,,2100,Rock,4,2010,1,3,12,3456,,,,58,1,2800,2010,2010,58-6600-3456-,6600,-700,-25,25
9600,,8400,Rock,4,2010,1,3,12,3456,,,,58,1,9600,2010,2010,58-6601-3456-,6601,-1200,-12.5,12.5
4900,,4100,Rock,4,2010,1,3,12,3456,,,,58,1,4900,2010,2010,58-6602-3456-,6602,-800,-16.32653061,16.32653061
2700,,2200,Rock,4,2010,1,3,12,3456,,,,58,1,2700,2010,2010,58-6603-3456-,6603,-500,-18.51851852,18.51851852
9800,,9000,Rock,4,2010,1,3,12,3456,,,,58,1,9800,2010,2010,58-6604-3456-,6604,-800,-8.163265306,8.163265306
1850,,1600,Rock,4,2010,1,4,12,3456,,,,58,1,1850,2010,2010,58-6605-3456-,6605,-250,-13.51351351,13.51351351
50600,,50400,Rock,4,2010,1,1,12,3456,,,,58,1,50600,2010,2010,58-6606-3456-,6606,-200,-0.395256917,0.395256917
5200,,5200,Rock,4,2010,1,3,12,3456,,,,58,1,5200,2010,2010,58-6607-3456-,6607,0,0,0
2100,,2100,Rock,4,2010,1,4,12,3456,,,,58,1,2100,2010,2010,58-6608-3456-,6608,0,0,0
27000,,19300,Rock,4,2010,1,3,12,2308,,,,58,1,27000,2006,2010,58-6609-2308-,6609,-7700,-28.51851852,28.51851852
31600,,25600,Rock,4,2010,1,3,12,2308,,,,58,1,31600,2006,2010,58-6610-2308-,6610,-6000,-18.98734177,18.98734177
23000,,18500,Rock,4,2010,1,3,12,2308,,,,58,1,23000,2006,2010,58-6611-2308-,6611,-4500,-19.56521739,19.56521739
5800,,4700,Rock,4,2007,1,3,12,2259,,,,58,1,5800,2006,2007,58-6612-2259-,6612,-1100,-18.96551724,18.96551724
1450,,1000,Rock,4,2010,1,4,12,3209,,,,58,1,1450,2009,2010,58-6613-3209-,6613,-450,-31.03448276,31.03448276
8650,,7500,Rock,4,2010,1,4,12,3209,,,,58,1,8650,2009,2010,58-6614-3209-,6614,-1150,-13.29479769,13.29479769
4150,,3400,Rock,4,2010,1,5,12,3209,,,,58,1,4150,2009,2010,58-6615-3209-,6615,-750,-18.07228916,18.07228916
470,,260,Rock,4,2010,1,6,12,3200,,,,58,1,470,2009,2010,58-6616-3200-,6616,-210,-44.68085106,44.68085106
6100,,5800,Rock,4,2007,1,3,12,2259,,,,58,1,6100,2006,2007,58-6617-2259-,6617,-300,-4.918032787,4.918032787
1050,,1050,Rock,4,2010,1,5,12,3209,,,,58,1,1050,2009,2010,58-6618-3209-,6618,0,0,0
58000,,50600,Rock,4,2010,1,1,12,3076,,,,58,1,58000,2009,2010,58-6619-3076-,6619,-7400,-12.75862069,12.75862069
49300,,47700,Rock,4,2010,1,1,12,3076,,,,58,1,49300,2009,2010,58-6620-3076-,6620,-1600,-3.245436105,3.245436105
48300,,48100,Rock,4,2010,1,1,12,3076,,,,58,1,48300,2009,2010,58-6621-3076-,6621,-200,-0.414078675,0.414078675
4100,,3000,Rusk,1,2008,1,3,12,2252,,,,58,1,4100,2006,2008,58-6622-2252-,6622,-1100,-26.82926829,26.82926829
4000,,3000,Rusk,1,2008,1,3,12,2252,,,,58,1,4000,2006,2008,58-6623-2252-,6623,-1000,-25,25
3000,,2600,Rusk,1,2008,1,3,12,2252,,,,58,1,3000,2006,2008,58-6624-2252-,6624,-400,-13.33333333,13.33333333
2300,,2000,Rusk,1,2008,1,3,12,2252,,,,58,1,2300,2006,2008,58-6625-2252-,6625,-300,-13.04347826,13.04347826
4400,,4000,Rusk,1,2008,1,3,12,2252,,,,58,1,4400,2006,2008,58-6626-2252-,6626,-400,-9.090909091,9.090909091
3000,,2700,Rusk,1,2008,1,3,12,2252,,,,58,1,3000,2006,2008,58-6627-2252-,6627,-300,-10,10
3700,,3500,Rusk,1,2008,1,3,12,2252,,,,58,1,3700,2006,2008,58-6628-2252-,6628,-200,-5.405405405,5.405405405
3700,,3600,Rusk,1,2008,1,3,12,2252,,,,58,1,3700,2006,2008,58-6629-2252-,6629,-100,-2.702702703,2.702702703
